# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b2c_sorted_featurecounts.txt" "./bam_sorted/b2c_sorted.bam" 
Geneid	./bam_sorted/b2c_sorted.bam
RPS23P10	0
FCGR3A	558
ENSG00000289768	0
ENSG00000224515	0
FCGR2C	292
HSPA7	122
RPS23P9	0
FCGR3B	402
FCGR2B	164
ENSG00000234211	0
RPL31P11	24
FCRLA	0
FCRLB	58
RN7SL466P	0
ATF6-DT	3
DUSP12	545
ATF6	4108
ENSG00000229808	4
OLFML2B	508
ENSG00000227818	0
NOS1AP	161
ENSG00000285636	0
MIR4654	0
ENSG00000227094	0
RNA5SP61	0
MIR556	0
ENSG00000254706	0
SPATA46	11
C1orf226	463
SH2D1B	0
ENSG00000289713	0
SLAMF6P1	0
UHMK1	3833
UQCRBP2	0
UAP1-DT	0
UAP1	3283
ENSG00000272574	8
DDR2	10556
RN7SL861P	0
HSD17B7	606
CCDC190	0
ENSG00000230739	1
ENSG00000227667	0
RGS4	4032
RGS5	754
RGS5-AS1	0
ENSG00000225755	0
ENSG00000232995	18
ENSG00000237756	1
NUF2	98
ENSG00000225122	0
RNA5SP62	0
RNA5SP63	0
ENSG00000228289	0
NMNAT1P2	0
RNU5F-6P	0
HMGB3P6	8
PBX1	7357
RNU6-171P	0
ENSG00000269887	18
PBX1-AS1	0
ENSG00000271917	0
ENSG00000289408	0
RPL35AP7	4
RNU6-755P	0
LMX1A	0
LMX1A-AS2	0
LMX1A-AS1	0
RXRG	6
LRRC52-AS1	0
PRELID1P7	0
LRRC52	0
ENSG00000237783	0
ENSG00000236206	0
MGST3	2003
ALDH9A1	2320
ENSG00000230175	0
RPL21P27	0
ENSG00000215838	13
ENSG00000273365	9
TMCO1	2998
TMCO1-AS1	2
ENSG00000230659	0
UCK2	694
ENSG00000236364	6
MIR3658	0
ENSG00000271527	0
RPS3AP10	0
RNA5SP64	0
FAM78B	10
FAM78B-AS1	0
ENSG00000230898	1
MIR921	0
ENSG00000229588	0
ENSG00000215835	72
ENSG00000225325	0
FMO7P	0
LINC01675	0
FMO8P	0
FMO9P	2
FMO10P	0
RPL4P2	8
FMO11P	0
CNN2P10	0
POGK	3678
TADA1	588
DUTP6	14
ILDR2	28
MAEL	0
RNA5SP65	0
ENSG00000227907	0
GPA33	28
STYXL2	18
ENSG00000213068	0
LINC01363	2
POU2F1-DT	0
POU2F1	1796
ENSG00000272033	12
CD247	30
ENSG00000287218	0
ENSG00000233411	0
ENSG00000273160	0
AKR1D1P1	0
CREG1	3720
ENSG00000231029	0
ENSG00000241666	5
RCSD1	660
MPZL1	10421
ADCY10	50
ENSG00000250762	3
ENSG00000232194	2
MPC2	966
DCAF6	2211
MIR1255B2	0
GCSHP5	0
GPR161	967
TIPRL	3281
RPL34P1	0
ENSG00000237131	0
SFT2D2	2403
ANKRD36BP1	0
RNU6-1310P	0
TBX19	134
ENSG00000227722	0
MIR557	0
ENSG00000228697	6
ENSG00000283255	0
QRSL1P1	0
XCL2	0
RPL7AP19	0
XCL1	0
RPL7AP21	0
DPT	0
ENSG00000285622	0
ENSG00000235736	0
LINC00626	2
SUMO1P2	0
ENSG00000287831	0
LINC00970	0
RPL29P7	0
ENSG00000287282	0
RNA5SP66	0
ENSG00000237707	0
ATP1B1	18549
ENSG00000289466	2
NME7	201
ENSG00000235575	0
BLZF1	939
CCDC181	22
SLC19A2	964
ENSG00000234604	9
ENSG00000213062	126
F5	18
SELP	52
C1orf112	59
SELL	92
SELE	0
ENSG00000230704	0
METTL18	193
SCYL3	403
RN7SL333P	0
ENSG00000288139	0
KIFAP3	1861
RN7SL269P	2
MRPS10P1	0
ENSG00000232959	0
SIGLEC30P	0
NTMT2	2
MIR3119-1	0
MIR3119-2	0
LINC01681	0
ISCUP1	0
LINC01142	0
HAUS4P1	0
GORAB-AS1	6
GORAB	423
ENSG00000225545	0
ENSG00000235303	10
PRRX1	1680
ENSG00000271811	2
ENSG00000231424	64
MROH9	0
ENSG00000226552	0
FMO3	24
MIR1295A	0
MIR1295B	0
FMO6P	4
FMO2	26
ENSG00000225243	0
FMO1	333
HMGB1P11	2
FMO4	340
TOP1P1	20
SRP14P4	12
GM2AP2	0
CYCSP53	0
PRRC2C	27202
MYOCOS	1
MYOC	0
PFN1P1	136
RPL4P3	60
VAMP4	705
ENSG00000232261	0
ENSG00000271459	0
ENSG00000236741	2
ENSG00000253060	0
METTL13	766
ENSG00000213060	1
DNM3	288
ENSG00000224600	0
DNM3-IT1	0
DNM3OS	443
MIR214	0
MIR3120	0
MIR199A2	0
ENSG00000287336	6
RNU6-157P	1
PIGC	605
C1orf105	25
SUCO	8859
RNU6-693P	0
FASLG	0
SLC25A38P1	10
ENSG00000279061	0
ENSG00000224228	0
AIMP1P2	0
ENSG00000224000	0
TNFSF18	12
GOT2P2	6
ENSG00000226375	0
TNFSF4	98
ENSG00000232751	0
ENSG00000231615	4
PRDX6-AS1	52
PRDX6	10628
SLC9C2	0
ENSG00000238272	0
ENSG00000285777	0
ANKRD45	0
TEX50	0
ENSG00000289426	0
KLHL20	795
RPS27P7	4
RN7SKP160	0
CENPL	252
DARS2	438
GAS5	5614
GAS5-AS1	18
ZBTB37	1783
SERPINC1	54
RNA5SP67	0
RC3H1	2940
RNA5SP68	0
RC3H1-IT1	0
RC3H1-DT	2
RPL30P1	0
RABGAP1L-DT	0
RABGAP1L	1202
ENSG00000237317	0
GPR52	2
BANF1P4	0
NDUFAF4P4	0
ENSG00000237249	0
RABGAP1L-IT1	0
ENSG00000235869	0
RABGAP1L-AS1	0
ENSG00000289425	0
RNU6-307P	0
ENSG00000287697	4
CACYBP	1231
MRPS14	242
ENTR1P2	0
TNN	4
KIAA0040	420
ENSG00000230687	0
RPS29P4	0
ENSG00000260990	1
TNR	1
TNR-IT1	0
LINC01657	2
LINC02803	0
RPS29P5	34
COP1	1397
SCARNA3	2
ENSG00000228686	38
COP1-DT	5
U7	0
ENSG00000232463	0
RNU2-12P	0
ENSG00000227815	0
ENSG00000231020	0
MORF4L1P7	0
PAPPA2	8788
PTP4A1P7	4
ENSG00000286754	0
ASTN1	26
MIR488	0
BRINP2	12
LINC01645	8
ENSG00000227579	0
LINC01741	0
SEC16B	0
CRYZL2P-SEC16B	4
CRYZL2P	6
ENSG00000276563	0
RASAL2-AS1	28
RASAL2	1417
ENSG00000270575	0
ENSG00000213058	258
CLEC20A	0
ENSG00000285910	0
TEX35	0
C1orf220	5
RNA5SP69	0
ENSG00000273384	1
MIR4424	0
RALGPS2-AS1	4
RALGPS2	3690
PTPN2P1	12
ANGPTL1	63
ENSG00000289432	0
FAM20B	3246
ENSG00000232750	2
TOR3A	490
ABL2	1993
ENSG00000234041	0
SETP10	0
ENSG00000212338	0
ENSG00000201619	0
EIF4A1P11	0
ENSG00000225711	0
COX5BP8	0
ENSG00000228191	0
SOAT1	2301
AXDND1	0
MEF2AP1	0
HNRNPA1P54	18
ENSG00000261250	0
NPHS2	0
RNU5F-2P	0
ENSG00000227141	0
ENSG00000261060	0
TDRD5	2
ENSG00000243062	0
FAM163A	219
ENSG00000229407	9
LINC02818	14
TOR1AIP2	6802
ENSG00000272906	14
TOR1AIP1	2255
RN7SL230P	0
ENSG00000261831	0
ENSG00000260360	4
CEP350	5776
RPSAP16	0
ENSG00000223450	0
ENSG00000261817	0
QSOX1	5267
LHX4	14
ACBD6	982
VDAC1P4	6
MIR3121	0
OVAAL	0
XPR1	3666
LINC02816	0
KIAA1614	143
ENSG00000243155	8
KIAA1614-AS1	0
ENSG00000251520	1
ENSG00000270711	1
STX6	1482
MR1	350
ENSG00000289589	4
IER5	1545
LINC01732	2
ENSG00000225359	0
LINC01699	0
CACNA1E	21
RNA5SP70	0
ENSG00000288574	0
RN7SKP229	0
ENSG00000287452	0
ZNF648	0
ENSG00000224810	4
ENSG00000225982	0
LINC01344	0
ENSG00000232309	0
ENSG00000289573	0
YPEL5P1	0
RNU6-152P	0
ENSG00000228664	0
EIF1P3	44
GLUL	23938
TEDDM1	1
LINC00272	0
RGSL1	1
ENSG00000270443	0
TEDDM2P	0
RNASEL	658
RGS16	2389
LINC01686	30
RGS8	18
LINC01688	0
ENSG00000271269	0
NPL	2064
DHX9-AS1	12
DHX9	4560
SHCBP1L	0
HMGN1P4	4
5S_rRNA	0
ENSG00000226570	0
KRT18P28	24
RNU6-41P	0
LAMC1	21369
LAMC1-AS1	12
LAMC2	1015
NMNAT2	67
ENSG00000287929	9
RPS3AP8	0
ENSG00000286372	0
SMG7-AS1	19
SMG7	3832
NCF2	748
ENSG00000289732	0
ENSG00000289099	0
ENSG00000286966	0
ARPC5	4999
RGL1	4791
APOBEC4	0
ENSG00000270994	0
ENSG00000227554	0
ENSG00000289581	8
COLGALT2	124
TSEN15	470
ENSG00000286655	0
ENSG00000231791	0
RN7SL654P	0
C1orf21-DT	0
C1orf21	3898
ENSG00000230470	0
ENSG00000232036	0
ENSG00000285847	12
ENSG00000290066	0
ENSG00000286378	0
EDEM3	6460
NIBAN1	2408
RNU7-13P	0
LINC01633	0
RNA5SP72	0
RNF2	1314
FTH1P25	0
TRMT1L	1101
SWT1	428
RPL22P24	33
RPL5P5	12
ENSG00000233583	0
ENSG00000238061	6
ENSG00000279838	15
IVNS1ABP	6997
ENSG00000273004	9
GS1-279B7.1	2
RNU7-183P	0
MCRIP2P2	0
ENSG00000279401	0
LINC01350	0
ENSG00000261729	0
HMCN1	2312
ENSG00000224691	0
ENSG00000288078	0
PRG4	3
TPR	10657
RNU6-1240P	0
ODR4	1643
PDC-AS1	8
PDC	0
ENSG00000273198	2
ENSG00000228238	0
ENSG00000233196	0
ENSG00000288562	0
PTGS2	752
PACERR	2
PLA2G4A	284
LINC01036	12
ENSG00000271558	0
FDPSP1	0
ENSG00000274702	0
SLC4A1APP2	0
ENSG00000223847	0
ENSG00000285894	0
ENSG00000150732	0
RN7SKP156	0
ENSG00000261182	0
ENSG00000224278	0
ENSG00000225006	0
ENSG00000235083	0
RPS3AP9	0
ENSG00000237283	0
ENSG00000238054	0
LINC01035	0
CLPTM1LP1	0
GAPDHP75	0
RNA5SP73	0
LINC01701	0
ENSG00000238270	0
ENSG00000287472	0
ENSG00000230987	0
BRINP3	30
ENSG00000225811	0
BRINP3-DT	0
ENSG00000241505	0
LINC01720	0
ENSG00000236025	0
ENSG00000238108	0
ENSG00000285638	0
HNRNPA1P46	0
ENSG00000261642	0
ENSG00000271187	0
LINC01680	0
LINC02770	0
ENSG00000223344	0
RGS18	156
ENSG00000285280	14
ENSG00000226723	50
ENSG00000236792	8
RGS21	0
ENSG00000236069	0
RGS1	107
ENSG00000289995	0
RGS13	36
RPS27AP5	75
MIR4426	0
ENSG00000228687	0
ENSG00000226814	0
RGS2	1076
RN7SKP126	0
ZNF101P2	0
UCHL5	1159
SCARNA18B	0
RO60	3269
GLRX2	432
CDC73	2169
MIR1278	0
B3GALT2	30
LINC01031	2
ENSG00000286285	4
ENSG00000227240	0
ENSG00000288950	0
ENSG00000226640	0
ENSG00000237011	0
RPL23AP22	0
EEF1A1P14	14
ENSG00000231714	0
RNU6-983P	0
ENSG00000228167	0
ENSG00000285718	0
ENSG00000287364	0
LINC01724	0
KCNT2	151
MIR4735	0
CFH	6
ENSG00000289697	0
CFHR3	0
CFHR1	6
ENSG00000285986	0
CFHR4	0
CFHR2	0
ENSG00000273844	0
CFHR5	0
F13B	0
ASPM	230
SEPTIN14P12	0
ZBTB41	1441
ENSG00000290127	0
ENSG00000237861	2
CRB1	26
MRPS21P3	0
ENSG00000230260	0
DENND1B	590
EEF1A1P32	0
ENSG00000235582	0
FAM204BP	2
ENSG00000224901	0
C1orf53	8
LHX9	6
NEK7	2064
PRR13P1	0
ENSG00000287989	0
ATP6V1G3	0
ENSG00000223881	0
PTPRC	1422
ENSG00000261573	2
PEBP1P3	0
MIR181A1HG	10
MIR181B1	0
MIR181A1	0
ENSG00000227747	2
ENSG00000225172	0
LINC01222	0
LINC01221	0
ENSG00000286541	0
LINC02789	0
RPL23AP16	0
EEF1A1P44	0
ENSG00000231984	0
ENSG00000228530	0
RNU6-778P	0
ENSG00000229747	0
ENSG00000290125	0
RNU6-716P	0
RNU6-609P	0
NR5A2	88
RNU6-570P	0
ENSG00000229220	0
CCNQP1	0
LINC00862	16
ENSG00000273093	0
ENSG00000213045	0
ENSG00000230623	17
ZNF281	2497
ENSG00000282849	4
KIF14	156
DDX59	516
DDX59-AS1	45
CAMSAP2	4336
RPL34P6	1
GPR25	0
INAVA	190
MROH3P	3
RNU6-704P	0
KIF21B	1456
ENSG00000229191	30
ENSG00000234132	0
CACNA1S	8
ASCL5	6
TMEM9	2411
IGFN1	20
ENSG00000229821	0
PKP1	492
TNNT2	78
ENSG00000286600	0
LAD1	75
ENSG00000282221	4
TNNI1	421
ENSG00000227048	0
PHLDA3	1331
ENSG00000224818	0
CSRP1	625
CSRP1-AS1	10
RPS10P7	24
NAV1	4485
ENSG00000236390	0
IPO9-AS1	3
MIR5191	0
ENSG00000235121	3
RNU6-501P	0
MIR1231	0
IPO9	2817
MIR6739	1
SHISA4	82
ENSG00000223774	4
LMOD1	180
TIMM17A	1529
SNORA70H	0
RPL10P4	0
RNPEP	1523
ELF3-AS1	56
MIR6740	0
ELF3	1084
ENSG00000249007	1
ENSG00000232296	0
ENSG00000235811	0
CRIP1P3	0
GPR37L1	17
ARL8A	1702
PTPN7	87
PTPRVP	2
LGR6	22
UBE2T	62
PPP1R12B	1059
CYCSP4	0
RNU6-89P	0
ENSG00000232626	0
RPS27P8	397
SYT2	13
ENSG00000226862	0
ENSG00000225620	0
KDM5B	11484
COX7CP2	23
SLC25A39P1	6
ENSG00000260021	2
PCAT6	142
MGAT4EP	0
ENSG00000291234	14
TUBA5P	0
ACTG1P25	4
RABIF	266
KLHL12	1252
HNRNPA1P59	6
ADIPOR1	5899
CYB5R1	1602
MGAT4FP	0
ENSG00000290909	0
ENSG00000231547	0
TMEM183A	2610
PPFIA4	585
MYOG	1
ADORA1	455
ENSG00000234775	9
ENSG00000224671	0
MYBPH	26
CHI3L1	2869
CHIT1	20
NPM1P40	0
LINC01353	2
ENSG00000288925	2
BTG2-DT	10
BTG2	3829
RNU6-487P	0
FMOD	10333
ENSG00000229652	0
LARP7P1	0
PRELP	60
OPTC	0
ATP2B4	17252
NSA2P1	36
SNORA77	1
LAX1	0
ZBED6	110
ZC3H11A	16
ENSG00000288644	0
ENSG00000227417	0
RPL35AP5	0
SNRPE	1056
KRT8P29	0
HSPE1P6	20
CBX1P3	0
ENSG00000286383	0
LINC00303	0
ENSG00000286572	0
SOX13	361
ENSG00000261065	0
ETNK2	375
ERLNC1	0
REN	1581
ENSG00000225522	0
KISS1	30
GOLT1A	16
PLEKHA6	1217
ENSG00000231691	0
RPL21P19	82
LINC00628	0
PPP1R15B-AS1	6
ENSG00000237848	4
PPP1R15B	8275
ENSG00000288934	3
PIK3C2B	781
MDM4	2379
ENSG00000236779	0
RNA5SP74	0
ENSG00000240710	19
LRRN2	1621
ENSG00000240219	2
ENSG00000228153	8
RNA5SP75	0
ENSG00000251861	0
ENSG00000287197	0
NFASC	44
RPL13AP11	2
CNTN2	38
TMEM81	126
RBBP5	1676
ENSG00000271580	6
ENSG00000236108	0
DSTYK	2434
RPL17P8	0
TMCC2	136
TMCC2-AS1	0
NUAK2	582
KLHDC8A	6
SNRPGP10	90
LEMD1-AS1	2
LEMD1	66
BLACAT1	278
MIR135B	0
LEMD1-DT	0
CDK18	2020
RNU2-19P	0
MFSD4A	53
RNU6-418P	0
ELK4	2577
ENSG00000236942	7
SLC45A3	191
NUCKS1	18707
SNORA72	0
RAB29	787
ENSG00000285521	4
SLC41A1	3969
ENSG00000286619	2
PM20D1	0
SLC26A9	22
ENSG00000227687	0
RAB7B	330
CTSE	28
ENSG00000285417	3
RHEX	14
ENSG00000252692	0
AVPR1B	0
AVPR1B-DT	2
ENSG00000287432	0
RPL22P4	0
ENSG00000236889	0
FAM72A	22
SRGAP2	2731
ENSG00000229509	0
IKBKE	185
MIR6769B	0
IKBKE-AS1	2
ENSG00000261000	2
RASSF5	886
RPL7AP20	10
ENSG00000279946	2
EIF2D	1229
DYRK3-AS1	4
DYRK3	425
MAPKAPK2	4348
ENSG00000224114	272
IL10	44
IL19	0
IL20	0
IL24	4
FCMR	188
ENSG00000271680	3
RPL13AP8	14
PIGR	40
FCAMR	2
C1orf116	172
PFKFB2	831
YOD1	1538
C4BPB	6
C4BPA	10
ENSG00000275392	1
ENSG00000226565	0
C4BPAP1	0
ENSG00000243636	0
C4BPAP2	0
LINC02942	0
CD55	2800
ENSG00000283044	0
CR2	2
CR1	587
ENSG00000236911	1
CR1L	32
CD46P1	49
CDCA4P3	0
RNA5SP534	1
ENSG00000285239	0
CD46	7038
MIR29B2CHG	28
CDCA4P4	0
MIR29C	0
MIR29B2	0
ENSG00000289071	0
CD34	378
ENSG00000285719	0
LINC02767	2
PLXNA2	2433
ENSG00000287220	0
ENSG00000286198	1
ENSG00000226843	0
LINC01735	0
LINC02769	0
RPS26P13	68
LINC01717	0
LINC01774	0
ENSG00000278684	0
ENSG00000287046	0
ENSG00000232537	0
ENSG00000228081	0
TFDP1P1	0
ATP5MC2P1	0
LINC01696	0
LINC01698	0
MIR205HG	125
MIR205	1
ENSG00000224260	0
ENSG00000287902	0
CAMK1G	305
LAMB3	781
MIR4260	0
HSD11B1-AS1	6
G0S2	2522
HSD11B1	12
ADORA2BP1	0
TRAF3IP3	99
C1orf74	0
ENSG00000289700	0
IRF6	716
UTP25	892
SYT14	224
ENSG00000287343	0
SERTAD4-AS1	25
SERTAD4	270
ST13P19	98
ENSG00000233455	0
HHAT	324
ENSG00000287354	0
RNU5A-8P	0
ENSG00000287157	0
BPNT2P1	0
KCNH1	69
ENSG00000279333	0
IPO8P1	4
ENSG00000283952	0
ENSG00000284376	0
KCNH1-IT1	0
ENSG00000234004	164
PRELID1P5	92
RCOR3	1497
TRAF5	238
ENSG00000287033	0
LINC00467	56
SNX25P1	2
ARPC3P2	4
RD3	0
ENSG00000223649	0
SLC30A1	1509
ENSG00000261314	4
ENSG00000288738	0
ENSG00000228792	0
NTRAS	0
NEK2	111
FDPSP8	0
NEK2-DT	0
ENSG00000226868	0
LPGAT1	3294
RN7SL344P	0
LPGAT1-AS1	1
ENSG00000233626	0
INTS7	396
ENSG00000212187	0
DTL	86
RPL21P28	690
MIR3122	0
RN7SKP98	0
ENSG00000229983	0
LINC02608	8
PPP2R5A	2387
ENSG00000230063	0
ENSG00000234915	2
RPL23AP18	98
SNORA16B	0
ENSG00000229832	2
PACC1	306
ENSG00000287445	11
NENF	674
LINC02771	0
ENSG00000286213	0
LINC01740	2
ENSG00000260805	20
ENSG00000288007	2
ATF3	3172
ENSG00000235862	0
GARIN4	0
RFKP5	0
LINC02773	2
BATF3	2
NSL1	980
TATDN3	599
ENSG00000236905	0
SPATA45	0
FLVCR1-DT	9
ENSG00000235182	0
ENSG00000236317	0
FLVCR1	427
ENSG00000282718	0
VASH2	46
ANGEL2	812
RPS6KC1	1614
RPL31P13	0
ENSG00000225233	0
ENSG00000228255	0
PROX1-AS1	44
LINC00538	0
PROX1	400
ENSG00000274895	0
ENSG00000272167	0
LINC02775	0
SMYD2	597
ENSG00000228470	5
PTPN14	3768
ENSG00000213036	58
KRT18P12	0
CENPF	452
ABHD17AP3	2
UBE2V1P13	0
GAPDHP24	0
ENSG00000223869	0
ENSG00000287008	0
KCNK2	4
VDAC1P10	0
ENSG00000282265	0
KCTD3	3838
USH2A	6
SNORD116	0
ENSG00000229242	0
USH2A-AS2	0
USH2A-AS1	0
MRPS18BP1	0
ESRRG	24
GPATCH2	744
SPATA17	30
SPATA17-AS1	0
UBBP2	0
LINC00210	0
ENSG00000230714	0
LINC01653	0
ENSG00000286775	0
RNU1-141P	0
RRP15	582
ENSG00000229016	0
ENSG00000223375	0
TGFB2-AS1	0
TGFB2	3541
TGFB2-OT1	0
LINC02869	2
NXNP1	0
LINC01710	0
LYPLAL1-DT	16
LYPLAL1	414
RIMKLBP2	20
ENSG00000223842	4
ENSG00000277007	0
ENSG00000287676	13
LYPLAL1-AS1	12
ENSG00000238232	0
ZC3H11B	230
SLC30A10	6
RNA5SP76	0
EPRS1	8267
BPNT1	490
IARS2	5004
MIR215	0
MIR194-1	0
RPS15AP12	12
RAB3GAP2	3506
MIR664A	0
SNORA36B	0
SNX2P1	0
ENSG00000270708	0
MORF4L1P1	1224
AURKAP1	0
XRCC6P3	0
RPLP0P5	0
ENSG00000226927	0
ENSG00000260505	0
RPL7AP81	0
ENSG00000234863	0
PRELID3BP1	0
LINC02779	0
MARK1	318
RN7SL464P	0
HDAC1P2	0
C1orf115	456
MTARC2	207
MTARC1	35
ENSG00000286231	0
RNU6ATAC35P	0
ENSG00000276642	0
ENSG00000272823	3
LINC01352	1
HLX-AS1	0
ENSG00000289142	13
HLX	123
ENSG00000226211	0
LINC02817	0
ENSG00000232436	0
ENSG00000286398	0
ENSG00000227585	0
ENSG00000286421	0
DUSP10	836
LINC01655	0
RNU6-403P	0
LINC02257	4
LINC02474	0
LINC01705	4
ENSG00000236230	0
QRSL1P2	0
ENSG00000226643	0
CICP13	0
ENSG00000276997	0
RNU6-791P	0
ENSG00000267305	1
HHIPL2	14
TAF1A	184
TAF1A-AS1	34
MIA3	3836
ENSG00000229399	6
ENSG00000272750	58
AIDA	2326
BROX	1754
FAM177B	11
ENSG00000289880	0
ENSG00000287684	0
DISP1	1092
NDUFB1P2	3
ENSG00000287338	2
TLR5	259
ENSG00000236846	0
ENSG00000226601	0
SUSD4	80
RNU4-57P	0
CCDC185	0
CAPN8	2
SNRPEP10	0
RNU6-1248P	0
CAPN2	11482
TP53BP2	2726
ENSG00000288999	19
PHB1P11	4
ACTBP11	48
CICP5	0
ENSG00000291068	115
RNU6-1319P	0
GTF2IP20	0
ENSG00000290989	87
ENSG00000278467	4
SEPTIN7P13	1
ENSG00000229930	0
RN7SKP49	0
FBXO28	1678
ENSG00000236773	42
DEGS1	4291
ENSG00000232628	5
ENSG00000237101	5
NVL	699
MIR320B2	2
ENSG00000229742	0
RNU6-1008P	0
CNIH4	814
WDR26	12305
MIR4742	0
CNIH3	79
AKR1B1P1	2
CNIH3-AS2	2
DNAJB6P6	0
ENSG00000286174	0
CNIH3-AS1	0
LINC02813	4
ENSG00000286719	0
DNAH14	291
LBR	2543
LINC02765	2
ENSG00000282418	0
ENSG00000289962	0
ENAH	4309
ENSG00000289602	0
ENSG00000227496	0
ENSG00000226349	2
RNU6-1304P	0
SRP9	3474
LEFTY3P	1
EPHX1	696
ENSG00000242861	48
TMEM63A	692
LEFTY1	2
ENSG00000255835	0
PYCR2	321
MIR6741	0
ENSG00000248322	0
LEFTY2	25
NDUFA3P3	0
SDE2	2304
ENSG00000289341	4
H3-3A-DT	10
H3-3A	5434
LINC01703	4
ENSG00000270598	0
ACBD3	5828
ACBD3-AS1	4
ENSG00000223570	0
MIXL1	20
LIN9	187
YBX1P9	0
ENSG00000275406	0
ENSG00000289348	0
PARP1	3373
ENSG00000270287	0
RPS3AP7	0
RN7SKP165	0
CDKN2AIPNLP1	3
ENSG00000287627	0
STUM	4
ITPKB	2198
ITPKB-IT1	0
ITPKB-AS1	0
RPS27P5	0
ENSG00000287259	0
PSEN2	19
ENSG00000288674	3
COQ8A	16
ENSG00000228525	0
CDC42BPA	2723
ENSG00000233706	0
ENSG00000287532	0
ENSG00000228625	0
ENSG00000228729	0
ENSG00000236636	0
ENSG00000287525	0
LINC01641	0
NUCKS1P1	0
ENSG00000242757	0
BTF3P9	20
ENSG00000237193	0
ENSG00000278180	0
TUBB8P10	0
TUBB8P9	0
ENSG00000227711	0
ENSG00000287205	2
RNA5SP77	0
ZNF678	414
FAM133FP	2
ZNF847P	2
SNAP47	828
JMJD4	113
SNAP47-AS1	0
ENSG00000286389	26
PRSS38	1
WNT9A	44
MIR5008	0
CICP26	0
SEPTIN14P17	2
WNT3A	0
LINC02809	6
ARF1	16660
MIR3620	0
C1orf35	392
MRPL55	456
CIAO2AP2	4
ENSG00000287895	2
ENSG00000280157	2
ENSG00000227625	0
GUK1	2268
GJC2	21
IBA57-DT	2
IBA57	298
OBSCN-AS1	118
OBSCN	3549
ENSG00000269934	37
ENSG00000270110	17
ENSG00000286773	0
ENSG00000287315	35
ENSG00000270104	6
TRIM11	532
ENSG00000270094	0
MIR6742	0
ENSG00000231563	19
TRIM17	79
H3-4	2
H2AC25	178
RPL23AP15	0
H2BC26	20
MIR4666A	0
H2BC27P	0
ENSG00000279306	2
RNF187	2375
BTNL10P	4
RNA5SP19	0
RNA5SP162	3
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RNA5S17	0
RNA5SP18	7
DUSP5P1	24
ENSG00000206878	3
FTH1P2	2008
RHOU	8769
ENSG00000271475	10
ENSG00000271399	0
LINC02815	0
ISCA1P2	0
LINC02814	20
ENSG00000233920	0
TMEM78	0
RAB4A-AS1	98
RAB4A	1940
ENSG00000237481	0
CCSAP	1049
RNU6-180P	0
ENSG00000288862	0
RN7SKP276	0
ENSG00000230331	0
ACTA1	0
ENSG00000290037	0
NUP133	2150
ENSG00000226920	0
NUP133-DT	0
ABCB10	865
RNU4-21P	0
RNA5SP78	0
HMGN2P19	0
TAF5L	716
URB2	330
ENSG00000213028	2
HMGB1P26	0
LINC01682	0
LINC01736	0
GALNT2	3994
ENSG00000227006	1
ENSG00000224407	0
PGBD5	362
ENSG00000282564	0
LINC01737	0
ENSG00000235817	0
COG2	606
AGT	203
ENSG00000244137	0
CAPN9	0
RNA5SP79	0
ENSG00000225656	0
C1orf198	2579
ENSG00000223393	6
ENSG00000288037	0
ENSG00000287395	0
RN7SL837P	0
TTC13	415
ARV1	283
FAM89A	612
MIR1182	0
ENSG00000227934	0
ENSG00000229595	0
TRIM67	4
TRIM67-AS1	0
C1orf131	377
GNPAT	1463
RNA5SP80	0
EXOC8	1287
SPRTN	500
ENSG00000287450	0
EGLN1	163
ENSG00000287856	1
SNRPD2P2	0
ENSG00000233461	18
TSNAX	1042
TSNAX-DISC1	8
LINC00582	1
DISC1	374
RNU5A-5P	0
ENSG00000286071	26
ENSG00000274121	0
DISC1-IT1	7
ENSG00000235152	4
ENSG00000236372	2
ENSG00000224436	0
RN7SL299P	0
SIPA1L2	6579
RNU6-1211P	0
LINC01745	0
LINC01744	0
MAP10	222
RNU1-74P	0
ENSG00000286774	0
ENSG00000232175	0
NTPCR	1255
PCNX2	429
RPS7P3	37
ENSG00000251508	0
MAP3K21	340
RNU4-77P	0
ENSG00000287423	0
ENSG00000289305	30
KCNK1	1020
MIR4427	0
ENSG00000286109	0
ENSG00000225486	16
ENSG00000286666	0
ENSG00000287921	0
SLC35F3	12
RAC1P7	0
ENSG00000233332	0
ENSG00000231272	0
SLC35F3-AS1	0
ENSG00000232166	0
MIR4671	0
ENSG00000235605	26
ENSG00000236358	0
ENSG00000273367	0
COA6-AS1	10
COA6	214
TARBP1	367
LINC01354	0
ENSG00000288760	0
ENSG00000286210	0
ENSG00000287633	0
ENSG00000230404	0
U8	0
ENSG00000289057	0
IRF2BP2	4507
ENSG00000228830	0
LINC00184	2
ENSG00000272362	0
ENSG00000228044	2
ENSG00000241475	0
ENSG00000230628	0
ENSG00000282097	0
