# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b1s_sorted_featurecounts.txt" "./bam_sorted/b1s_sorted.bam" 
Geneid	./bam_sorted/b1s_sorted.bam
RN7SL255P	5
ENSG00000251574	12
ENSG00000278958	0
ENSG00000253776	0
RNU6-334P	0
ENSG00000253584	0
RAB9BP1	0
RNA5SP189	0
ENSG00000251204	4
ENSG00000250145	0
ENSG00000252337	0
LINC01950	11
PSMC1P5	17
EFNA5	1991
ENSG00000249959	0
ENSG00000248827	12
RN7SL782P	0
RN7SKP122	0
FBXL17	1274
ENSG00000286503	12
ENSG00000244245	154
LINC01023	18
ENSG00000289260	4
FER	2823
RACK1P1	0
ENSG00000250383	4
ENSG00000250441	0
RNU6-47P	0
GJA1P1	367
ENSG00000286882	0
ENSG00000249476	2
PJA2	17927
ENSG00000248867	0
ENSG00000251367	0
ENSG00000248876	0
ENSG00000248440	0
KRT18P42	0
MAN2A1-DT	11
MAN2A1	9645
RN7SKP230	0
ENSG00000249068	1
LINC01848	0
PGAM5P1	0
TMEM232	39
MIR548F3	0
ENSG00000207177	0
SLC25A46	3389
ENSG00000270779	0
BCLAF1P1	34
ENSG00000248428	0
ENSG00000251627	0
TSLP	80
ENSG00000253613	0
WDR36	3205
ENSG00000250728	0
RPS3AP21	408
CAMK4	190
ENSG00000288965	0
ENSG00000249318	0
ENSG00000248268	51
STARD4	3814
STARD4-AS1	435
HMGN1P13	2
ENSG00000251099	8
NREP	1447
RN7SKP57	0
HMGN1P14	0
NREP-AS1	0
EPB41L4A	793
EPB41L4A-AS1	1050
SNORA13	0
ENSG00000250882	0
ENSG00000251187	0
ENSG00000251076	0
ENSG00000248350	0
EPB41L4A-DT	56
HMGB3P16	0
ENSG00000290027	0
TMEM183AP6	0
LINC02200	0
APC	3676
CBX3P3	0
RNU6-482P	0
ENSG00000258864	0
SRP19	536
REEP5	7799
XBP1P1	4
ZRSR2P1	0
DCP2	6142
MCC	2384
ENSG00000232633	4
TSSK1B	0
RNU4ATAC13P	0
YTHDC2	2052
ENSG00000286839	0
KCNN2	1058
RN7SKP89	0
ENSG00000246316	4
LINC01957	0
ENSG00000251132	0
ENSG00000250242	0
TRIM36	392
TRIM36-IT1	0
ENSG00000249791	2
PGGT1B	1986
ENSG00000271797	8
ENSG00000243304	10
CCDC112	544
HMGN1P15	2
ENSG00000289497	0
CTNNA1P1	20
AK3P4	0
ENSG00000249944	0
ENSG00000249433	0
CCT5P1	16
FEM1C	2246
TICAM2	9
TMED7-TICAM2	2
TICAM2-AS1	15
TMED7	5961
ENSG00000249021	0
ENSG00000248709	0
H3P24	0
RNU2-49P	0
CDO1	995
ATG12	4187
AP3S1	5011
LINCADL	0
LVRN	41
DDX43P1	0
ARL14EPL	0
ENSG00000185641	458
ENSG00000272265	0
ENSG00000271918	16
COMMD10	850
RNU6-644P	0
HMGN2P27	4
ENSG00000250015	26
SEMA6A	12567
SEMA6A-AS1	76
RPS14P8	4
SEMA6A-AS2	12
RPS17P2	54
LINC02214	0
ENSG00000249150	11
ENSG00000250650	0
ENSG00000250949	0
RPL35AP15	0
ENSG00000285809	0
LINC00992	58
ENSG00000251477	0
LINC02147	0
RPL7L1P4	0
LINC02208	6
LINC02148	0
LINC02216	0
ENSG00000286745	0
LINC02215	0
RNU7-34P	0
ENSG00000249426	0
DTWD2	732
PTMAP2	323
MIR1244-2	184
DMXL1-DT	2
RNU6-373P	0
ENSG00000250678	0
ENSG00000250928	0
DMXL1	5449
SEPTIN7P10	0
LAMTOR3P2	1
RNU6-701P	0
MIR5706	0
TNFAIP8	3160
RN7SL174P	0
RNA5SP190	0
HSD17B4	14184
RPL21P58	0
FABP5P6	0
FAM170A	0
TUBAP15	0
ENSG00000234259	0
ENSG00000251293	0
RNU6-718P	0
ENSG00000261036	0
PRR16	671
PRELID3BP8	0
RNU4-69P	0
ENSG00000248927	22
ENSG00000251135	0
ENSG00000248853	0
ENSG00000229855	2
ENSG00000250847	6
ENSG00000279860	0
RPL23AP44	0
ENSG00000213661	12
ENSG00000249600	0
FTMT	0
SRFBP1	1108
LOX	14124
ENSG00000247311	4
ZNF474	44
ENSG00000250803	0
ZNF474-AS1	2
ENSG00000272139	0
SNCAIP	759
ENSG00000249621	0
ENSG00000289054	0
ENSG00000249916	9
ENSG00000287794	0
MGC32805	18
LINC02201	0
ARGFXP1	0
SNX2	10197
ENSG00000260686	0
SNX24	1709
RN7SL689P	47
PPIC	3266
PPIC-AS1	10
RN7SL711P	0
PRDM6-AS1	36
PRDM6	1070
ENSG00000213655	0
CEP120	1654
KRT8P33	83
HMGB3P17	0
ENSG00000279772	2
ENSG00000288766	9
CSNK1G3	3101
ENSG00000288890	20
KRT18P16	26
LINC01170	2
HMGB1P29	0
ENSG00000251421	0
ENSG00000248600	0
ENSG00000251214	0
ENSG00000250438	0
ENSG00000248296	0
ENSG00000289458	0
ZNF608	3097
ENSG00000249112	0
ENSG00000251456	0
ENSG00000242814	0
LINC02240	2
ENSG00000248443	0
ENSG00000249261	0
ENSG00000288008	0
ENSG00000250194	0
HMGB1P22	0
ENSG00000248752	4
RN7SKP117	0
ENSG00000250402	0
ENSG00000286111	0
ENSG00000249950	0
ENSG00000249904	0
RPSAP37	0
LINC02039	0
GRAMD2B	791
ENSG00000250602	0
ENSG00000279118	50
ALDH7A1	3288
RNU6-290P	0
PHAX	2957
ENSG00000230929	3
TEX43	0
BOLA3P3	0
HSPE1P10	0
LMNB1-DT	0
RNU6-752P	0
LMNB1	3967
MARCHF3	354
C5orf63	70
ENSG00000279446	0
MRPS5P3	0
ENSG00000250080	0
SELENOTP2	0
ENSG00000250956	0
ENSG00000283897	6
ENSG00000286615	7
MEGF10	143
ENSG00000249577	0
ENSG00000271766	0
HNRNPKP1	28
PRRC1	8163
ENSG00000282925	0
CTXN3	0
ENSG00000248799	0
CCDC192	7
CUL1P1	0
ENSG00000250603	0
SLC12A2-DT	788
SLC12A2	3763
POGLUT2P1	4
FBN2	13316
SLC27A6	1365
ENSG00000248634	0
ENSG00000288697	0
ISOC1	2140
MIR4633	0
ENSG00000286274	0
MIR4460	0
ADAMTS19-AS1	55
ADAMTS19	2718
ENSG00000251680	17
MINAR2	12
CHSY3	3478
RNU6ATAC10P	4
RNA5SP191	0
HSPA8P4	130
RNU7-53P	0
ARL2BPP4	0
ENSG00000249418	0
ENSG00000287390	2
ENSG00000244192	0
ENSG00000250405	0
ENSG00000248955	0
HINT1	9334
LYRM7	1188
ENSG00000290020	6
CDC42SE2	3270
ENSG00000279370	0
RAPGEF6	465
ENSG00000273217	0
ENSG00000275939	0
FNIP1	3619
ACTBP4	0
ENSG00000279584	0
MEIKIN	0
ENSG00000281938	0
ENSG00000234758	0
ACSL6	35
ACSL6-AS1	0
ENSG00000231585	0
IL3	0
CSF2	0
ENSG00000253067	0
ENSG00000227616	0
ENSG00000235775	0
ENSG00000224015	0
P4HA2-AS1	5
P4HA2	11837
ENSG00000224431	4
MIR6830	0
PDLIM4	508
SLC22A4	112
MIR3936HG	89
MIR3936	0
SLC22A5	1550
IRF1-AS1	188
ENSG00000283782	0
LINC02863	11
IRF1	1042
IL5	2
RAD50	219
TH2LCRR	10
IL13	0
IL4	6
ENSG00000230612	4
KIF3A	1578
CCNI2	20
SEPTIN8	9497
SOWAHA	570
ENSG00000272203	0
SHROOM1	664
RNA5SP192	0
GDF9	54
UQCRQ	1353
LEAP2	902
AFF4	16113
EEF1A1P50	4
ATP6V0E1P1	2
AFF4-DT	4
ENSG00000229738	0
ZCCHC10	1084
ENSG00000248648	0
ENSG00000287054	0
ENSG00000286408	12
HSPA4	14134
ENSG00000279691	6
ENSG00000251616	0
ENSG00000248245	5
RPL6P15	0
FSTL4	437
ENSG00000288758	18
ENSG00000249478	0
ENSG00000250244	0
ENSG00000250409	0
MIR1289-2	0
ENSG00000280104	0
ENSG00000279197	0
ENSG00000251243	0
WSPAR	0
C5orf15	6245
VDAC1	13662
ENSG00000271737	13
ENSG00000271128	0
TCF7	628
SKP1	367
ENSG00000272772	0
PPP2CA	1041
ENSG00000273345	4
MIR3661	0
PPP2CA-DT	8
ENSG00000239615	0
CDKL3	28
UBE2B	2711
ENSG00000279469	4
ENSG00000248559	11
CDKN2AIPNL	823
ENSG00000243648	12
LINC02999	2
ENSG00000250994	15
RNU6-456P	0
LINC01843	2
RN7SL541P	0
ENSG00000280420	0
JADE2	3363
SAR1B	3441
RNU6-1311P	0
SEC24A	7493
RNU6-1164P	0
RNU6-757P	0
CAMLG	2895
DDX46	4889
ENSG00000241179	0
C5orf24	3492
ENSG00000270892	0
TXNDC15	3739
PCBD2	411
ENSG00000279799	16
MTCYBP18	122
MTND6P4	470
MTND5P11	516
MTND4P12	1430
MTND4LP30	32
ENSG00000263963	0
MTND3P25	0
CATSPER3	20
PITX1	7793
PITX1-AS1	119
ENSG00000277619	47
EPIST	154
ENSG00000248753	0
ENSG00000248482	0
LINC02900	0
MACROH2A1	9544
ENSG00000270021	25
DCANP1	0
TIFAB	143
ENSG00000249639	2
ENSG00000250167	25
SLC25A48	103
NEUROG1	4
CXCL14	17353
SLC25A48-AS1	2
ENSG00000223539	0
MIR5692C1	0
ENSG00000250378	15
IL9	0
ENSG00000254239	0
ENSG00000253927	0
LECT2	23
FBXL21P	609
TGFBI	83568
VTRNA2-1	0
SMAD5-AS1	0
ENSG00000277859	0
SMAD5	7587
ENSG00000275646	0
ENSG00000277524	0
ENSG00000274934	0
SMIM32	48
TRPC7	23
TRPC7-AS1	0
TRPC7-AS2	0
ENSG00000279240	9
HSPD1P18	0
HNRNPA1P13	0
ENSG00000249803	22
ENSG00000250284	87
ANKRD49P3	0
RNA5SP193	0
SPOCK1	8040
KLHL3	651
MIR874	0
HNRNPA0	11140
ENSG00000287067	13
ENSG00000270697	0
NPY6R	0
PKD2L2-DT	55
MYOT	2
PKD2L2	9
FAM13B	2077
FAM13B-AS1	0
ENSG00000250260	0
RNU6-1148P	0
WNT8A	24
NME5	42
RNU6-460P	0
RNU6-888P	0
BRD8	2745
KIF20A	1669
CDC23	3614
GFRA3	131
RPS27AP18	0
CDC25C	315
FAM53C	3141
ENSG00000249971	0
KDM3B	9327
REEP2	178
ENSG00000271196	2
ENSG00000289267	0
EGR1	4056
RPL7P19	42
ETF1	10870
ENSG00000289155	8
HSPA9	24494
SNORD63B	0
CTNNA1	24754
ENSG00000232174	0
ENSG00000238745	0
CTNNA1-AS1	0
LRRTM2	8
SIL1	2309
RNA5SP194	2
ENSG00000249593	6
RPL12P21	0
RNU6-572P	0
MATR3	22524
SNHG4	88
SNORA74D	2
SNORA74A	0
RNA5SP195	0
RN7SKP64	0
PAIP2	1910
ENSG00000272742	0
SLC23A1	250
MZB1	0
PROB1	202
SPATA24	107
DNAJC18	1119
ENSG00000279686	0
RNU5B-4P	0
ECSCR	11
SMIM33	0
STING1	644
ENSG00000249689	0
NCOA4P4	48
ENSG00000286403	69
UBE2D2	6536
H3P25	4
ENSG00000272255	2
CXXC5	3432
CXXC5-AS1	4
ENSG00000249526	2
RNU6-236P	0
PSD2-AS1	0
ENSG00000251387	0
ENSG00000271792	0
PSD2	46
NRG2	126
ENSG00000250692	4
MALINC1	78
PURA	2984
IGIP	218
ENSG00000254363	8
CYSTM1	1285
ENSG00000250069	2
PFDN1	1856
HBEGF	701
ENSG00000253965	0
SLC4A9	8
ANKHD1-DT	39
RNU4-14P	0
ANKHD1	76
ANKHD1-EIF4EBP3	34
ENSG00000200051	0
SRA1	1978
EIF4EBP3	2
APBB3	599
ENSG00000283155	2
MIR6831	0
SLC35A4	3692
ENSG00000283602	37
ENSG00000200235	6
HAUS1P1	16
RPL36P11	0
CD14	7597
NDUFA2	761
TMCO6	272
IK	4710
MIR3655	0
WDR55	1719
DND1	0
HARS1	2424
HARS2	1561
ZMAT2	3642
ENSG00000292256	0
VTRNA1-1	0
VTRNA1-2	0
VTRNA1-3	0
ENSG00000250515	0
ENSG00000248106	0
ENSG00000279726	1
PCDHA1	0
PCDHA2	140
PCDHA3	149
PCDHA4	473
PCDHA5	119
PCDHA6	268
PCDHA7	131
PCDHA8	39
PCDHA9	37
ENSG00000278907	0
PCDHA10	816
PCDHA14	0
ENSG00000278946	0
PCDHA11	457
PCDHA12	237
ENSG00000278915	0
ENSG00000278901	0
PCDHA13	29
PCDHAC1	231
ENSG00000279028	2
PCDHAC2	845
ENSG00000288892	2
PCDHB1-AS1	6
PCDHB1	10
ENSG00000279558	0
ENSG00000289752	0
PCDHB2	362
ENSG00000272154	12
PCDHB3	253
ENSG00000272108	40
PCDHB4	56
PCDHB5	1512
ENSG00000280029	1
PCDHB6	48
PCDHB17P	0
ENSG00000290893	2
ENSG00000280336	1
PCDHB7	18
PCDHB8	156
ENSG00000279472	2
PCDHB16	222
ENSG00000279068	0
ENSG00000278936	0
PCDHB9	134
ENSG00000279375	12
PCDHB10	210
PCDHB11	222
PCDHB12	136
PCDHB13	403
PCDHB14	231
ENSG00000279983	0
PCDHB18P	83
PCDHB19P	0
ENSG00000290895	2
PCDHB15	411
ENSG00000277795	0
TAF7	7682
SLC25A2	0
ENSG00000288095	4
ENSG00000272070	32
PCDHGA1	85
PCDHGA2	75
PCDHGA3	301
PCDHGB1	12
ENSG00000280026	0
PCDHGA4	20
PCDHGB2	58
PCDHGA5	40
PCDHGB3	22
PCDHGA6	83
PCDHGA7	9
PCDHGB4	1199
PCDHGA8	69
PCDHGB5	446
PCDHGA9	31
PCDHGB6	594
PCDHGA10	1318
PCDHGB7	1420
PCDHGA11	644
PCDHGB8P	20
ENSG00000279855	0
PCDHGA12	26
PCDHGB9P	11
ENSG00000273557	6
PCDHGC3	3363
RN7SL68P	2
PCDHGC4	40
PCDHGC5	26
DIAPH1	7711
DIAPH1-AS1	2
RPS27AP10	0
ENSG00000228737	0
HDAC3	2760
RELL2	131
FCHSD1	923
ARAP3	1482
ENSG00000289478	0
ENSG00000286736	2
ENSG00000287527	0
ENSG00000278925	2
PCDH1	1733
ENSG00000287726	0
ENSG00000226040	22
DELE1	3151
PCDH12	976
ENSG00000271871	2
RNF14	3076
ENSG00000254099	6
GNPDA1	7750
ENSG00000250347	0
NDFIP1	10388
ENSG00000289306	14
ENSG00000280047	46
SPRY4	1255
ENSG00000277968	4
ENSG00000274721	0
SPRY4-AS1	8
RPS12P10	0
FGF1	28
ENSG00000261757	0
LINC01844	24
ENSG00000287203	0
ARHGAP26	2458
ARHGAP26-AS1	0
ENSG00000285366	4
ARHGAP26-IT1	0
NR3C1	5991
RPL7P21	30
ENSG00000279679	0
ENSG00000279130	0
ENSG00000249429	0
ENSG00000251205	2
RNU7-156P	0
ENSG00000249881	0
MIR5197	0
ENSG00000225869	0
HMHB1	0
RN7SL87P	0
YIPF5	7123
KCTD16	612
ENSG00000249605	0
ENSG00000285605	0
CKS1BP5	0
ENSG00000213488	0
RN7SKP246	0
ENSG00000251031	10
NAMPTP2	0
ASS1P10	6
ENSG00000250842	0
ENSG00000248125	0
PRELID2	926
TRPC6P2	8
GRXCR2	0
SH3RF2	1432
ENSG00000248493	0
PLAC8L1	6
ENSG00000251556	1
LARS1	8698
RPL35AP16	2
RPL35AP17	0
ENSG00000275740	0
RBM27	1407
RNU7-180P	0
ENSG00000250025	0
POU4F3	0
ENSG00000271724	0
ENSG00000248842	0
TCERG1	4866
ENSG00000277568	0
GPR151	2
ENSG00000250407	0
PPP2R2B	246
RNA5SP196	0
RN7SL791P	0
KRT8P48	102
PPP2R2B-IT1	0
ENSG00000286468	18
STK32A-AS1	2
STK32A	168
DPYSL3	7668
ENSG00000272239	0
JAKMIP2-AS1	24
JAKMIP2	357
ENSG00000287630	24
SPINK1	2022
ENSG00000249518	0
SCGB3A2	262
ENSG00000288774	22
C5orf46	28
ENSG00000248362	0
ENSG00000251320	11
EEF1GP2	0
SPINK5	299
FBXO38-DT	129
SPINK14	5
SPINK6	32
HMGN1P16	2
MARCOL	0
SPINK13	2
PGBD4P3	0
SPINK7	0
SPINK9	2
ENSG00000283653	0
FBXO38	3334
ENSG00000251330	0
HTR4	34
ENSG00000253297	0
ADRB2	159
ENSG00000289430	0
SH3TC2	148
ENSG00000272411	2
RNU6-732P	0
MIR584	0
SH3TC2-DT	0
RN7SKP145	0
ABLIM3	837
ENSG00000248647	0
ENSG00000253406	0
AFAP1L1	886
ENSG00000285736	2
GRPEL2	1174
GRPEL2-AS1	5
PCYOX1L	828
IL17B	10
ENSG00000253865	6
CARMN	165
ENSG00000275871	0
MIR143	0
MIR145	9
CSNK1A1	9342
ENSG00000230551	461
RPL29P14	2
ARHGEF37	354
RNU6-588P	0
ENSG00000287323	0
RN7SL868P	0
PPARGC1B	770
MIR378A	0
PDE6A	145
MFFP2	22
SLC26A2	4958
TIGD6	427
HMGXB3	4320
ENSG00000248696	0
RPS20P4	2
CSF1R	16440
RPL7P1	566
PDGFRB	8645
CDX1	149
SLC6A7	2
CAMK2A	848
ARSI	3651
TCOF1	5491
CD74	5310
ENSG00000286331	41
RPS14	32670
NDST1-AS1	0
NDST1	11300
SYNPO	4887
ENSG00000253852	0
ENSG00000286657	0
MYOZ3	345
MYOZ3-AS1	0
RBM22	3828
DCTN4	5901
SMIM3	2394
IRGM	0
ZNF300	858
ZNF300P1	373
ENSG00000274235	0
ENSG00000277866	0
GPX3	2313
TNIP1	5680
ENSG00000289970	17
ANXA6	16387
ENSG00000254298	3
PDGFRL2P	10
CCDC69	4471
GM2A	15276
SLC36A3	0
SLC36A2	46
ATP6V1G1P5	0
ENSG00000290991	1
ENSG00000253897	0
ENSG00000253472	0
ENSG00000271494	0
SLC36A1	4142
RNA5SP197	0
FAT2	706
ENSG00000271795	4
MIR6499	0
ENSG00000288081	0
ENSG00000260581	0
SPARC	407890
CLMAT3	10
RN7SKP232	0
ENSG00000272112	0
ATOX1	1656
ATOX1-AS1	4
RPLP1P6	10
ENSG00000275765	51
G3BP1	12980
GLRA1	2
ENSG00000270978	0
RNA5SP198	0
LINC01933	10
ENSG00000286749	0
NMUR2	20
RPL36AP20	0
LINC01470	0
GRIA1	227
RN7SL177P	0
LINC01861	0
ENSG00000261382	0
FAM114A2	1704
MFAP3	4100
GALNT10	5813
SAP30L-AS1	45
HNRNPA3P7	0
ENSG00000287695	0
MIR1294	0
RN7SL655P	0
SAP30L	2614
HAND1	6226
ENSG00000254293	158
ENSG00000253886	14
CIR1P1	0
MIR3141	0
LARP1	21871
MIR1303	2
RN7SL803P	0
RPL21P57	0
FAXDC2	1129
MIR378H	5
CNOT8	4094
GEMIN5	2030
MRPL22	1398
ENSG00000253261	0
KIF4B	0
ENSG00000287963	0
RPL6P32	0
ENSG00000271477	2
ENSG00000270442	0
RNA5SP199	0
SGCD	412
ENSG00000286690	0
ENSG00000253370	0
ENSG00000254163	0
RNU6-556P	0
PPP1R2B	54
TIMD4	1416
APOOP1	0
HAVCR1	2672
HAVCR2	4315
ENSG00000254246	0
MED7	620
ITK	8
GARIN3	0
ENSG00000253980	0
ENSG00000253653	0
CYFIP2	3319
ENSG00000285868	2
FNDC9	0
NIPAL4-DT	6
ENSG00000248544	2
ADAM19	3112
ENSG00000253155	0
NIPAL4	20
ENSG00000253519	0
RNU6-390P	0
ENSG00000254336	0
SOX30	15
C5orf52	2
ENSG00000290601	0
ENSG00000253798	0
THG1L	964
LSM11	1178
ENSG00000253630	0
CLINT1	8188
RNU6-260P	0
ENSG00000244331	0
RNU2-48P	0
MARK2P11	0
ENSG00000213414	0
ENSG00000253422	0
ENSG00000253792	0
ENSG00000253673	0
ENSG00000254047	0
ENSG00000253449	0
ENSG00000253424	0
ENSG00000253134	0
LINC02227	0
ENSG00000254350	0
ENSG00000272085	0
ENSG00000254135	0
EBF1	446
ENSG00000253811	0
ENSG00000253456	0
LINC02202	8
ENSG00000279204	1
RNF145	7452
ENSG00000253256	4
LINC01932	0
ENSG00000252458	0
ENSG00000288764	0
UBLCP1	2259
ENSG00000249738	6
IL12B	1
RNU4ATAC2P	0
LINC01845	0
ENSG00000283413	0
LINC01847	6
ADRA1B	1371
GAPDHP40	248
TTC1	2787
ENSG00000223908	2
PWWP2A	2747
FABP6	26
FABP6-AS1	39
ENSG00000253772	0
CCNJL	828
ENSG00000254373	56
ENSG00000270612	0
C1QTNF2	90
FAM200C	406
SLU7	3959
PTTG1	1392
MIR3142HG	58
MIR3142	0
MIR146A	0
ATP10B	290
ENSG00000253687	0
ENSG00000254391	0
LINC02159	0
GABRB2	181
GABRA6	2
ENSG00000253403	2
GLRXP3	0
GABRA1	53
LINC01202	10
GABRG2	405
ENSG00000254186	76
RNU6-164P	0
ARL2BPP5	0
MRPL57P6	0
ENSG00000250114	0
CCNG1	17997
NUDCD2	1270
HMMR	973
HMMR-AS1	0
MAT2B	3682
ENSG00000285590	0
ENSG00000224012	0
RNU6-168P	0
ENSG00000273569	0
LSM1P2	0
ENSG00000253331	0
ENSG00000253538	0
LINC03000	8
LINC02143	0
ENSG00000253600	0
RNU6-209P	0
ENSG00000285549	0
LINC01938	0
ENSG00000253693	2
RN7SKP60	0
ENSG00000253512	0
RPL21P59	0
RPL7P20	2
ENSG00000254171	0
RPLP0P9	330
LINC01947	0
TENM2	202
ENSG00000253713	0
ENSG00000253469	0
ENSG00000254365	5
ENSG00000254297	2
ENSG00000253527	0
ENSG00000289264	0
ENSG00000254187	0
ENSG00000253357	8
ENSG00000253660	6
ENSG00000253947	0
ENSG00000253065	0
ENSG00000253925	0
ENSG00000279739	0
TENM2-AS1	11
WWC1	1930
RARS1	8000
FBLL1	62
PANK3	12507
SLC2A3P1	0
MIR103A1	0
MIR103B1	0
RPL10P9	856
ENSG00000254192	41
SLIT3	24635
SLIT3-AS2	14
MIR218-2	0
ENSG00000248965	0
ENSG00000279752	4
SLIT3-AS1	16
MIR585	0
ENSG00000288912	6
RNU6-477P	0
SPDL1	2322
DOCK2	3574
ENSG00000253269	0
ENSG00000289702	2
INSYN2B	239
MIR378E	0
FOXI1	38
KRT18P41	66
LINC01187	0
C5orf58	3
LCP2	1865
ENSG00000288615	0
LINC01366	40
ENSG00000250274	0
KCNIP1	74
KCNMB1	26
KCNIP1-OT1	0
ENSG00000253858	4
KCNIP1-AS1	4
ENSG00000253348	32
GABRP	51566
RANBP17	542
RN7SL623P	0
ENSG00000253966	16
USP12P1	4
ENSG00000275038	0
TLX3	0
ENSG00000213393	0
RN7SL339P	0
RPSAP71	0
SNORA70J	0
RPL10P8	12
MIR3912	0
NPM1	50161
FGF18	136
ENSG00000285914	2
ENSG00000253110	0
SMIM23	2
FBXW11	5487
ENSG00000288799	4
STK10	3911
EFCAB9	0
UBTD2	3425
ENSG00000212529	0
KLF3P1	0
SH3PXD2B	7841
ENSG00000287814	0
LINC01944	0
ENSG00000280318	0
NEURL1B	965
ENSG00000253683	162
MIR5003	0
ENSG00000253445	0
ENSG00000253295	0
ENSG00000213386	0
ENSG00000253736	12
DUSP1	889
ENSG00000289170	0
ENSG00000270243	0
ENSG00000290019	0
ENSG00000288737	0
ENSG00000253628	0
ERGIC1	8088
RPL26L1-AS1	27
ENSG00000254295	0
RPL26L1	1028
ENSG00000253785	26
ATP6V0E1	6660
ENSG00000254328	0
SNORA74B	0
CREBRF	1976
CDC42P5	0
ENSG00000253172	0
BNIP1	436
RPL7AP33	0
NKX2-5	40
ENSG00000289493	2
RNA5SP200	0
STC2	7186
MIR8056	0
RNU6-500P	0
ENSG00000253968	16
ENSG00000253141	26
ENSG00000253768	0
ENSG00000254164	0
LINC02995	14
BOD1	5071
LINC01863	0
LINC01942	0
LINC01484	54
ENSG00000287003	0
LINC01485	0
CPEB4	2945
ENSG00000289085	8
C5orf47	2
RPL12P22	0
NSG2	0
ENSG00000253244	0
ENSG00000253447	0
ENSG00000254011	0
ENSG00000249722	0
LINC01411	14
GAPDHP71	26
SUMO2P6	58
ENSG00000250256	9
HIGD1AP3	0
MSX2	3464
ENSG00000251670	0
MIR4634	0
ENSG00000251144	2
LINC01951	0
NIFKP2	0
ENSG00000248293	0
ENSG00000249403	0
ARL2BPP6	0
DRD1	88
ENSG00000286350	0
SFXN1	4937
ENSG00000270839	0
RN7SKP148	0
HRH2	877
RNU6-226P	0
CPLX2	74
ENSG00000280068	1
ENSG00000250820	1
THOC3	1154
THOC3-AS1	0
OR1X1P	0
ENSG00000250992	0
ENSG00000248469	0
ENSG00000289731	32
ENSG00000251623	0
ENSG00000251458	0
ENSG00000290935	0
ENSG00000248596	0
ENSG00000283559	0
ENSG00000287579	0
ENSG00000283235	12
ENSG00000270989	0
SIMC1	1619
BRCC3P1	22
KIAA1191	8251
ENSG00000250909	0
ENSG00000251414	22
ARL10	2155
MIR1271	0
NOP16	684
HIGD2A	1339
CLTB	1917
ENSG00000280139	0
FAF2	6537
RNF44	3708
CDHR2	348
RN7SL684P	4
GPRIN1	325
SNCB	25
MIR4281	0
EIF4E1B	0
TSPAN17	2014
ENSG00000248484	0
ENSG00000251446	0
LINC01574	2
UNC5A	33
HK3	758
UIMC1	1432
ZNF346	865
ZNF346-IT1	2
FGFR4	889
NSD1	11343
ENSG00000286634	6
RPL21P60	0
PRMT1P1	0
RAB24	155
MXD3	136
PRELID1	1470
LMAN2	9023
ENSG00000239393	0
RGS14	921
SLC34A1	10
PFN3	0
F12	62
GRK6	1591
PRR7-AS1	39
PRR7	50
DBN1	4771
ENSG00000279821	48
PDLIM7	2230
PDLIM7-AS1	0
DOK3	828
DDX41	2672
FAM193B	1893
FAM193B-DT	8
TMED9	11700
B4GALT7	1309
ENSG00000247679	183
ENSG00000291283	2
ENSG00000246596	29
ENSG00000290968	0
ENSG00000249849	0
FAM153A	103
ENSG00000249109	0
ENSG00000248943	0
ENSG00000291113	500
OR1X5P	0
ENSG00000249186	0
ENSG00000170089	0
ENSG00000250101	0
ENSG00000249684	12
ENSG00000280207	0
SUDS3P1	76
PROP1	0
FAM153CP	14
ENSG00000218227	0
N4BP3	591
RMND5B	1743
NHP2	862
ENSG00000289726	0
ENSG00000251211	0
GMCL2	12
ENSG00000289390	2
HNRNPAB	7372
PHYKPL	1503
COL23A1	1770
ENSG00000271681	0
ENSG00000253698	2
RN7SL646P	0
ENSG00000245688	0
CLK4	993
RN7SKP70	3
ENSG00000286713	0
MSANTD5	0
ENSG00000285978	1
ZNF354A	944
AACSP1	105
ENSG00000274813	9
ENSG00000253725	1
ENSG00000278441	0
ZNF354B	725
RNU1-39P	0
ZFP2	74
ENSG00000213328	6
PIGFP1	16
ZNF454-DT	0
ZNF454	254
ENSG00000254035	10
GRM6	22
ENSG00000254158	0
ZNF879	460
ZNF354C	685
ENSG00000253144	0
ADAMTS2	3636
ENSG00000253979	0
ENSG00000253163	0
ENSG00000253617	0
ENSG00000250674	0
ENSG00000253652	6
ENSG00000251545	0
ENSG00000253520	27
ENSG00000290043	94
RUFY1	2219
PRDX2P3	0
RUFY1-AS1	7
HNRNPH1	16651
C5orf60	2
ENSG00000228259	0
ENSG00000250999	6
CBY3	2
CANX	65570
HMGB3P22	2
MAML1	4100
LTC4S	60
MGAT4B	6606
MIR1229	0
SQSTM1	10604
MRNIP	493
RN7SKP150	3
MRNIP-DT	23
TBC1D9B	5928
RNF130	6161
RPS15AP18	0
ENSG00000249876	0
ENSG00000249412	2
ENSG00000285865	2
MIR340	3
ENSG00000278965	4
ENSG00000253480	8
RASGEF1C	60
ENSG00000229721	0
MAPK9	3618
ENSG00000253908	0
ENSG00000248367	13
GFPT2	4859
ENSG00000250509	1
RNU6-525P	0
ENSG00000289839	2
CNOT6	3638
ENSG00000250749	0
