# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b1c_sorted_featurecounts.txt" "./bam_sorted/b1c_sorted.bam" 
Geneid	./bam_sorted/b1c_sorted.bam
ENSG00000251177	0
UGT2A2	0
UGT2A1	0
SULT1B1	1866
SULT1D1P	1
ENSG00000284695	2
SULT1E1	352
ENSG00000251489	0
CSN1S1	0
CSN2	0
STATH	0
HTN3	8
HTN1	0
CSN1S2AP	0
PRR27	0
ODAM	80
FDCSP	0
CSN3	2
CABS1	8
SMR3A	0
SMR3B	0
OPRPN	0
MUC7	0
AMTN	0
AMBN	22
ENAM	0
ENSG00000286848	0
JCHAIN	0
UTP3	1760
RNU6-520P	0
RNU6-784P	0
ENSG00000272986	2
RUFY3	2638
GRSF1	8142
RNU6-891P	2
ENSG00000289019	8
MOB1B	2673
DCK	1076
SLC4A4	3143
ENSG00000249170	0
LDHAL6EP	0
GC	50
RNA5SP163	0
ENSG00000248567	0
NPFFR2	92
ADAMTS3	579
ENSG00000250877	0
HNRNPA1P67	56
RNU4ATAC9P	0
RNU6ATAC5P	0
COX18	947
ANKRD17	11763
HMGA1P2	14
ANKRD17-DT	3
ENSG00000221639	0
ENSG00000249976	0
ALB	19137
AFP	455591
AFM	111
LINC02499	6
ENSG00000249970	0
RASSF6	309
ENSG00000289530	0
UMLILO	1
CXCL8	704
ENSG00000249051	0
CXCL6	8
PPBPP1	0
PF4V1	22
CXCL1	396
HNRNPA1P55	4
CXCL1P1	0
PF4	0
ENSG00000288796	0
PPBP	30
CXCL5	141
ENSG00000287037	6
RN7SL218P	0
CXCL3	66
PPBPP2	0
ENSG00000288019	0
ENSG00000251017	2
CXCL2	79
ENSG00000289241	0
MTHFD2L	207
ENSG00000269559	4
EPGN	10
EREG	30
ENSG00000250532	0
AREG	948
ENSG00000249942	0
BTC	47
ENSG00000287375	0
HSPE1P23	0
PARM1	10466
PARM1-AS1	6
ENSG00000248165	0
LINC02562	16
ENSG00000250315	0
ENSG00000250560	0
ENSG00000251185	0
ENSG00000251454	0
LINC02483	0
ENSG00000248646	0
ENSG00000250735	0
RCHY1	1124
THAP6	838
ODAPH	38
CDKL2	123
G3BP2	14410
USO1	12157
ENSG00000229717	0
RNU2-16P	0
PPEF2	0
NAAA	555
SDAD1	3337
SDAD1-AS1	0
CXCL9	0
ART3	6
CXCL10	57
CXCL11	4
RPL36P8	0
NUP54	2027
ENSG00000286074	3
SCARB2	27084
FAM47E	38
ENSG00000287401	10
FAM47E-STBD1	0
ENSG00000289515	20
STBD1	47
CCDC158	8
SNX5P1	18
RNU6-1000P	0
RPL36AP18	0
ENSG00000199857	0
SHROOM3	1928
ENSG00000249278	0
RNU6-145P	0
MIR4450	0
MIR548AH	0
SHROOM3-AS1	75
ENSG00000224218	2
ENSG00000270244	4
ENSG00000242727	0
SOWAHB	500
ENSG00000289586	151
SEPTIN11	16904
TXNP6	20
CCNI	29682
ENSG00000289443	52
ENSG00000288888	6
ENSG00000289496	30
RPL7P17	4
ENSG00000271676	32
RNU6-1187P	0
CCNG2	7470
ENSG00000270669	0
ENSG00000250006	0
ENSG00000248831	0
ENSG00000249036	0
CXCL13	4
ENSG00000221711	0
CNOT6L	3897
ENSG00000289379	1
MRPL1	1105
ENSG00000250214	0
ENSG00000248926	0
HMGB1P44	0
HNRNPA1P56	1
ENSG00000248128	0
ENSG00000249072	0
FRAS1	8493
SERBP1P5	224
MICOS10P4	0
ANXA3	3592
LINC01094	992
HIGD1AP13	0
ENSG00000287632	24
ENSG00000239793	0
BMP2K-DT	0
BMP2K	2186
ENSG00000266270	0
PAQR3	1245
RN7SL127P	0
LINC01088	34
NAA11	0
GK2	0
LINC00989	4
ENSG00000290776	2
OR7E94P	0
ENSG00000251399	0
LINC02469	0
PCAT4	0
ANTXR2	6317
KPNA2P1	14
RPSAP39	4
PRDM8-AS1	0
PRDM8	75
FGF5	10
CFAP299	0
ENSG00000232327	0
BMP3	34
PRKG2	114
PRKG2-AS1	0
RNU5A-2P	0
RASGEF1B	813
MTCYBP44	0
COX5BP1	0
ENSG00000252762	0
NPM1P41	0
HNRNPA3P13	0
RNU6-499P	0
BIN2P1	2
VAMP9P	1
ENSG00000273156	16
ENSG00000289480	4
HNRNPD	14143
HNRNPD-DT	3
IGBP1P4	10
SNORD42	0
HNRNPDL	14858
ENOPH1	2919
TMEM150C	520
RPL7AP26	6
ENSG00000227304	2
ENSG00000289186	0
ENSG00000249960	0
PTPN11P5	36
LINC00575	4
ENSG00000286490	0
SCD5	2003
ENSG00000270480	0
MIR575	0
ENSG00000270842	0
SEC31A	23291
THAP9-AS1	1797
THAP9	573
LIN54	1611
RNU6-615P	0
COPS4	2207
ENSG00000286035	11
PLAC8	319
ENSG00000250057	0
ENSG00000250677	1
ENSG00000248401	0
COQ2	667
HPSE	558
ENSG00000274154	0
ENSG00000251647	0
HELQ	759
MRPS18C	217
ABRAXAS1	972
SLC25A14P1	0
RPL30P5	0
GPAT3	572
ENSG00000249171	4
LINC02994	30
RNU6-774P	0
ENSG00000214980	16
ENSG00000248749	0
NKX6-1	6
RPL3P13	0
CDS1	1899
WDFY3	7509
RN7SL552P	0
WDFY3-AS1	0
RNU6-469P	1
WDFY3-AS2	185
ENSG00000286189	0
RN7SKP48	0
ENSG00000248725	0
ARHGAP24	715
MIR4451	0
MAPK10	583
MAPK10-AS1	0
RN7SKP96	1
MIR4452	0
PTPN13	7584
SLC10A6	8
RPL6P13	2
C4orf36	2
ENSG00000250202	6
ENSG00000285458	2
ARPC1AP4	4
ENSG00000284968	84
AFF1	7132
TECRP1	66
KLHL8	2490
ENSG00000248196	0
GAPDHP60	32
ENSG00000250572	0
MIR5705	0
HSD17B13	2
ENSG00000255723	0
HSD17B11	2302
RN7SL681P	0
ENSG00000249262	2
NUDT9	2420
ENSG00000272856	0
SPARCL1	325
ENSG00000249001	4
DSPP	0
DMP1	0
CHCHD2P7	1
IBSP	8
MEPE	4
HSP90AB3P	742
ENSG00000286618	0
SPP1	141501
RNU1-36P	1
ENSG00000289034	1
PKD2	4246
ABCG2	1121
RPL31P24	0
RNU6-818P	0
RNU6ATAC31P	0
ENSG00000251285	0
RNU6-1298P	0
PPM1K	978
RNU6-112P	0
PPM1K-DT	0
ENSG00000287181	0
ENSG00000286978	0
HERC6	788
HERC5	2237
NCOA4P2	0
PYURF	0
PIGY	0
HERC3	1407
PIGY-DT	0
ENSG00000249755	0
RN7SKP244	0
RNU6-33P	1
NAP1L5	234
FAM13A-AS1	94
ENSG00000278151	0
ENSG00000276003	0
FAM13A	4705
TIGD2	1236
ENSG00000270720	8
RNU6-907P	0
GPRIN3	894
ENSG00000251095	783
ENSG00000288563	0
SNCA	411
ENSG00000274238	23
ENSG00000277695	7
ENSG00000276542	4
SNCA-AS1	0
MMRN1	300
ENSG00000287239	0
CCSER1	355
RN7SKP248	12
ENSG00000251401	0
TMSB4XP8	2340
ENSG00000248984	0
ENSG00000249049	0
ENSG00000279013	0
KRT19P6	0
ENSG00000249052	0
PMPCAP1	0
ENSG00000287392	0
ENSG00000280056	0
LNCPRESS2	34
ENSG00000248511	0
GRID2	491
MTND1P19	2
RACK1P3	0
ENSG00000248627	0
ENSG00000248750	0
ENSG00000250908	0
RNA5SP164	0
ATOH1	26
SMARCAD1-DT	4
HMGB3P15	0
SMARCAD1	4243
HPGDS	665
ENSG00000287552	6
RPL35AP11	0
PDLIM5	5904
ENSG00000249951	0
BMPR1B-DT	1
BMPR1B	182
UNC5C	5695
UNC5C-AS1	142
RPL30P6	0
PDHA2	0
RNU6-1059P	0
RNU6-34P	0
ENSG00000250655	0
LINC02267	0
RN7SKP28	0
ENSG00000287841	6
COX7A2P2	0
ENSG00000253170	8
STPG2	97
ENSG00000254044	47
STPG2-AS1	0
CRYZP2	0
RPL5P12	28
DUTP8	0
ENSG00000214559	2
ENSG00000289532	10
RAP1GDS1	1934
RPL21P48	0
TSPAN5	4169
ENSG00000251523	0
TSPAN5-DT	20
ENSG00000249764	0
BTF3P13	0
EIF4E	2888
TBCAP3	0
ENSG00000263923	0
FAM177A1P1	0
ENSG00000287512	0
RNU7-149P	2
NDUFS5P4	0
METAP1	2824
MIR3684	0
ABT1P1	0
ENSG00000272777	36
ADH5	9517
ENSG00000246090	66
ADH4	909
PCNAP1	0
ADH6	29
ADH1A	4
ADH1B	2
ADH1C	4
ADH7	0
ENSG00000250300	0
C4orf17	4
TRMT10A	594
MTTP	3664
ENSG00000248676	1
C4orf54	4
DAPP1	640
ENSG00000279913	0
LAMTOR3	3828
DNAJB14	2952
ENSG00000279098	0
H2AZ1	6151
H2AZ1-DT	13
ENSG00000250403	18
DYNLL1P6	0
DDIT4L	9965
DDIT4L-AS1	0
EMCN	231
ENSG00000286150	0
LINC01216	0
LINC01217	2
LINC01218	9
PPP3CA	5582
MIR8066	0
MIR1255A	0
FLJ20021	93
BANK1	143
ENSG00000286124	2
RNU6-462P	0
MTND5P5	0
ENSG00000251309	0
SLC39A8	2499
RN7SL728P	0
ENSG00000248161	21
ENSG00000251572	0
ENSG00000260651	0
NFKB1	2349
MANBA	9522
RPL21P49	0
LRRC37A15P	14
KRT8P46	46
ENSG00000224207	0
ENSG00000251288	0
UBE2D3	18801
ENSG00000286242	15
UBE2D3-AS1	60
RNU7-151P	0
CISD2	1357
SLC9B1	51
PABPC1P7	2
ACTR3BP4	0
SLC9B2	616
BDH2	1145
CENPE	2382
LINC02428	80
TACR3-AS1	6
ENSG00000250920	0
DDX3P3	0
TACR3	56
ENSG00000286291	1
RNU6-635P	0
LINC02503	0
ENSG00000251170	0
CXXC4	710
CXXC4-AS1	0
ENSG00000250670	0
ENSG00000248242	0
RPL6P14	0
ENSG00000248373	0
RNU6-351P	0
ENSG00000276992	0
ENSG00000251473	0
ENSG00000252136	0
ENSG00000251259	75
TET2	2742
TET2-AS1	0
RN7SL89P	0
PPA2	2259
RNU6-553P	3
EEF1A1P9	4033
PIMREGP2	0
ATP5F1EP1	0
ENSG00000250522	0
ARHGEF38	50
ARHGEF38-IT1	0
ENSG00000248778	0
INTS12	609
GSTCD	1071
GSTCD-AS1	0
NPNT	20068
ENSG00000250740	2
ENSG00000249635	4
TBCK	2248
AIMP1	3430
GIMD1	0
LINC02173	0
ENSG00000286147	56
ACTR6P1	0
DKK2	2701
RAC1P5	16
ENSG00000251081	0
RNU6-551P	0
PAPSS1	10357
SGMS2	1013
CYP2U1-AS1	8
RNU6-733P	0
CYP2U1	608
ENSG00000249604	4
HADH	3409
LEF1	1789
LEF1-AS1	20
RPSAP34	0
ZACNP1	0
EXOC7P1	0
RPL34-DT	22
RPL34	13833
OSTC	10401
RNU6-431P	5
ENSG00000286136	26
ETNPPL	2
ENSG00000249257	0
RCC2P8	0
COL25A1	543
COL25A1-DT	0
RBMXP4	28
SEC24B-AS1	72
SEC24B	4363
RN7SL55P	0
MIR576	1
SETP20	12
CDC42P4	0
MCUB	515
HIGD1AP14	19
CASP6	1584
ENSG00000273447	10
PLA2G12A	1390
ENSG00000285330	0
CFI	327
GAR1-DT	2
GAR1	719
RRH	0
LRIT3	4
KRT19P3	0
EGF	707
RNU6-35P	0
ELOVL6	2589
RN7SL275P	0
ENSG00000248200	0
ENSG00000288913	6
HSBP1P2	0
RNF14P2	0
RNU6-205P	0
ZBED1P1	0
ENPEP	2839
RPL7L1P13	0
ZNF969P	0
ENSG00000199894	0
ENSG00000250511	127
PANCR	180
PITX2	9919
ENSG00000289096	30
LINC01438	8
MIR297	0
ENSG00000288692	10
LYPLA1P2	6
ENSG00000251312	4
RNU6-289P	0
ENSG00000248656	0
RPL36AP23	0
ENSG00000250855	0
LINC02945	33
ENSG00000288691	2
ENSG00000288685	12
CCDC34P1	0
TUBB8P3	0
ENSG00000240459	0
FAM241A	319
RPL36AP19	0
AP1AR-DT	56
AP1AR	1270
TIFA	817
ALPK1	974
RTEL1P1	0
TOX4P1	8
NEUROG2	0
NEUROG2-AS1	0
RPL23AP94	0
ZGRF1	742
H3P14	24
LARP7	1631
MIR302CHG	2
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	24
ENSG00000250046	15
GET1P1	0
RPL32P13	0
RPL7AP30	404
ENSG00000250500	0
ANK2	1708
ENSG00000234841	4
ENSG00000251126	0
ENSG00000228814	0
ANK2-AS1	2
ENSG00000249373	0
MIR1243	0
MIR8082	0
ENSG00000196656	328
CAMK2D	6536
RN7SL184P	0
RNU1-138P	0
ENSG00000250229	8
ARSJ	821
ENSG00000249304	2
ENSG00000248716	0
ENSG00000288781	77
UGT8	996
MIR577	0
CIR1P2	0
RN7SL808P	0
NDST4	32
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
ENSG00000249259	0
EIF3KP3	0
TTC39CP1	0
MIR1973	0
TRMT112P1	0
CUL4AP1	0
ENSG00000250791	0
ACTN4P1	4
ENSG00000287845	0
ENSG00000287520	0
ENSG00000287290	4
ENSG00000286637	0
RNU6-119P	0
ENSG00000271053	0
TRAM1L1	198
ENSG00000223605	0
LINC02262	0
LINC02263	0
LINC01378	0
RPSAP35	0
NT5C3AP1	14
ENSG00000286269	0
ENSG00000288921	0
LINC02264	0
NDST3	422
FKBP4P1	2
SNHG8	2258
SNORA24	0
PRSS12	1046
NDUFS5P5	0
ENSG00000273716	494
CEP170P1	120
ENSG00000291201	647
ENSG00000260404	0
RNU6-1054P	0
CICP16	20
SEPTIN14P4	7
METTL14-DT	14
METTL14	2104
SEC24D	12439
SYNPO2	1093
ENSG00000249002	0
MYOZ2	6
MRPL42P1	4
USP53	2594
C4orf3	6947
FABP2	0
KLHL2P1	42
RNU4-33P	0
ENSG00000249244	43
ENSG00000291202	522
ENSG00000260091	0
RNU6-1217P	0
GTF2IP12	0
ENSG00000291203	370
ENSG00000250950	5
SEPTIN7P14	0
PDE5A	2163
ENSG00000221245	0
ENSG00000286241	0
LINC01365	0
ENSG00000250183	0
LINC02502	0
ENSG00000253825	0
MAD2L1	1432
MAD2L1-DT	6
LTV1P1	0
SAR1AP3	0
ENSG00000249409	0
PRDM5	805
RNU6-550P	0
SETP12	20
NDNF	8943
RN7SKP137	5
NDNF-AS1	2
ENSG00000271302	0
TNIP3	22
RNU6-948P	2
QRFPR	4
ENSG00000213480	12
TUBB4BP5	0
ANXA5	23632
SMIM43	24
PP12613	4
EXOSC9	1156
CCNA2	1743
BBS7	1060
BBS7-DT	0
TRPC3	51
ENSG00000289342	0
ENSG00000237868	8
RN7SL335P	0
BLTP1	7466
ADAD1	0
IL2	0
IL21	0
IL21-AS1	2
ENSG00000287692	2
CETN4P	24
BBS12	482
ENSG00000244083	0
FGF2	765
ENSG00000240775	0
ENSG00000273007	18
NUDT6	87
SPATA5	458
ENSG00000250322	0
ENSG00000287951	0
SPRY1	1478
ENSG00000249125	2
LINC02435	0
LINC01091	35
ENSG00000226655	0
RPL21P50	0
ENSG00000250458	0
ENSG00000286700	0
PPIAP76	0
ENSG00000249837	0
ENSG00000286734	0
TUBAP10	0
TECRP2	0
LINC02516	0
ANKRD50	5672
FAT4	5395
MIR2054	0
ENSG00000250149	0
NUP58P1	0
TMEM248P1	0
LINC02379	0
H3P15	0
ENSG00000286251	25
RBM48P1	0
ENSG00000289869	0
ENSG00000250945	0
ENSG00000248491	0
ENSG00000287101	0
ENSG00000248209	0
ENSG00000249795	0
ENSG00000287021	0
INTU	874
SLC25A31	0
HSPA4L	1033
ENSG00000282855	12
RPL21P53	2
ENSG00000261668	4
PLK4	819
RNU6-583P	0
MFSD8	1327
ABHD18	1375
LARP1B	1511
RPL15P8	30
FOSL1P1	2
PGRMC2	6511
LINC02615	66
ENSG00000273077	0
ENSG00000248187	24
ENSG00000248802	0
ENSG00000289243	0
JADRR	0
JADE1	1902
SCLT1	762
ENSG00000275647	0
ENSG00000281369	0
C4orf33	799
CDRT15P11	0
ZSWIM5P3	0
ENSG00000251195	0
ENSG00000250193	0
ENSG00000287748	2
LINC02466	8
LINC02465	0
EEF1GP8	0
LINC02479	0
PGBD4P4	0
GAPDHP56	0
ENSG00000280059	0
ENSG00000250503	0
ENSG00000287924	0
ENSG00000250213	0
RNU6-224P	0
LINC02377	0
ENSG00000248715	0
RN7SL205P	0
SNHG27	0
ENSG00000249416	0
RPL7AP28	4
ENSG00000251555	0
ENSG00000251598	0
ENSG00000249463	0
ELL2P2	2
ENSG00000248369	0
LINC01256	0
AARS1P1	0
ENSG00000251488	0
ENSG00000249513	4
PCDH10-DT	78
R3HDM2P1	2
PCDH10	5119
ENSG00000286467	24
ENSG00000250191	0
ENSG00000251388	0
ENSG00000251199	12
ENSG00000286253	0
PABPC4L	2798
PES1P1	0
LINC02462	0
ENSG00000249000	0
ENSG00000249847	0
ENSG00000251228	0
ENSG00000241411	4
EEF1A1P35	552
ENSG00000248434	0
LINC02485	11
KRT18P54	0
TARS2P1	0
ENSG00000250865	0
LINC00613	0
RNU1-89P	0
ENSG00000251492	0
ENSG00000261166	0
ENSG00000251567	0
ENSG00000250665	0
TERF1P3	6
ENSG00000279749	0
LINC02511	394
LINC02510	6
SERF1AP1	0
STMN1P2	0
RPS23P2	2
PCDH18	10894
LINC02172	31
ENSG00000280352	0
ENSG00000250126	36
ENSG00000250777	69
ENSG00000287441	0
ENSG00000250034	0
ENSG00000287144	1
LINC00616	0
SLC7A11-AS1	7
SLC7A11	1320
ENSG00000249091	0
LINC00498	0
LINC00499	6
LINC00500	0
ENSG00000248305	4
ENSG00000248795	26
ENSG00000250977	0
ENSG00000250501	4
ENSG00000250195	2
ENSG00000250577	0
NOCT	1285
ELF2	3084
RNU6-531P	26
RN7SL382P	6
PPP1R14BP3	13
ENSG00000288785	1
RN7SL311P	0
RNU6-506P	0
RNU6-1074P	0
MGARP	127
NDUFC1	1032
NAA15	4287
RNU6-1214P	0
RAB33B-AS1	226
ENSG00000248863	33
ENSG00000239005	2
RAB33B	1177
SETD7	6251
FTH1P24	0
ENSG00000272717	12
ENSG00000286896	0
QKILA	0
MGST2	1715
RN7SKP237	0
H3P16	527
MAML3	1844
ENSG00000286320	10
RN7SKP253	0
ENSG00000290022	0
ENSG00000250698	4
SCOC	3673
SCOC-AS1	62
NDUFB4P9	0
RPL14P3	38
CLGN	760
MGAT4D	0
ENSG00000280262	0
ELMOD2	2454
UCP1	4
ENSG00000287449	0
RN7SL152P	0
ENSG00000248621	0
TBC1D9	5133
TNRC18P1	26
RNY1P14	0
ENSG00000248335	0
ENSG00000273472	38
RNF150	1668
ZNF330	1750
ENSG00000248747	11
LINC02432	32
ENSG00000250189	0
ENSG00000272632	0
LINC02276	0
IL15	45
INPP4B	903
RPL5P13	0
LSM3P4	0
ENSG00000251248	0
ENSG00000249806	0
USP38-DT	53
ENSG00000251300	0
USP38	2738
ENSG00000250969	0
GAB1	2874
MIR3139	0
ENSG00000228981	90
ENSG00000286771	2
RPSAP36	8
ENSG00000250540	0
SMARCA5-AS1	79
SMARCA5	13818
ENSG00000248924	0
ENSG00000251600	41
GUSBP5	32
FREM3	4
ENSG00000250345	0
GYPE	6
ENSG00000249741	25
GYPB	3
ENSG00000286055	6
GYPA	0
ENSG00000285783	0
ENSG00000285713	0
ENSG00000261129	0
KRT18P51	0
HHIP-AS1	146
HHIP	585
ENSG00000289314	14
ENSG00000273621	0
ANAPC10	203
HSPD1P5	14
ENSG00000250406	0
ENSG00000251452	0
RN7SKP235	0
ABCE1	3876
OTUD4	3942
RPS23P4	0
LINC02266	6
RTN3P1	56
ENSG00000278943	56
ENSG00000286420	0
NMNAT1P4	0
SMAD1	1039
SMAD1-AS2	2
SMAD1-AS1	0
MMAA	839
NCOA4P3	48
ENSG00000248356	4
C4orf51	4
ZNF827	3229
ENSG00000279481	0
ENSG00000251687	7
ENSG00000260303	0
LINC01095	2
LSM6	1050
ENSG00000279845	2
REELD1	4
ENSG00000251010	4
SLC10A7	1184
MIR7849	0
ENSG00000288998	0
RNU1-44P	0
POU4F2	0
TTC29	20
ENSG00000248764	0
ENSG00000248346	0
ENSG00000260090	0
ENSG00000279376	0
ENSG00000286371	0
MIR548G	0
RPL31P26	0
PRMT5P1	0
EDNRA	3762
ENSG00000280219	275
GTF2F2P1	2
LINC02507	0
TMEM184C-DT	0
TMEM184C	3745
PRMT9	917
ARHGAP10	1920
RNA5SP165	0
MIR4799	0
RN7SL254P	0
ENSG00000270387	0
NR3C2	154
ENSG00000250354	0
ENSG00000287292	0
ASS1P8	0
RNA5SP166	0
ENSG00000250357	0
ATP5MGP4	0
ENSG00000279016	0
ENSG00000249317	0
RNU7-197P	0
ENSG00000249752	0
LINC02430	0
LINC02355	2
IQCM	0
ENSG00000287565	0
ENSG00000250905	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
ENSG00000250704	0
ENSG00000286711	0
DCLK2	629
RNU7-194P	0
LRBA	6833
ENSG00000248521	0
ENSG00000249690	0
MAB21L2	343
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
RPS3A	36990
SNORD73B	2
SH3D19	3123
SNORD73A	0
ENSG00000270681	26
ENSG00000249012	0
PRSS48	1
ENSG00000250350	0
RNU6-1282P	0
ENSG00000270265	4
FHIP1A-DT	10
FHIP1A	1356
RN7SKP35	0
GATB	1084
ENSG00000251455	3
ENSG00000249184	0
ENSG00000286761	0
ENSG00000249708	0
ENSG00000249818	0
ENSG00000248991	0
ENSG00000286066	0
LINC03074	0
RNA5SP169	0
ENSG00000286720	0
LINC02273	0
ENSG00000287504	0
ENSG00000250706	0
ENSG00000251377	0
RN7SL446P	0
ENSG00000270302	0
ENSG00000270883	0
FBXW7	1364
FBXW7-AS1	0
ENSG00000287555	2
MIR3140	0
MIR4453HG	62
MIR4453	0
RPS3AP18	2
ENSG00000240669	0
TMEM154	1313
ENSG00000248571	2
TIGD4	31
ARFIP1	2279
NSA2P6	20
FAM192BP	36
ENSG00000287642	28
FHDC1	906
ENSG00000249022	2
TRIM2	1991
ENSG00000288637	0
RNU6-1196P	0
ANXA2P1	96
MND1	0
RN7SL419P	0
TMEM131L	1119
ENSG00000287216	0
ENSG00000290441	12
WDR45P1	0
ENSG00000250771	0
TLR2	2597
RNF175	187
ENSG00000249309	4
SFRP2	4209
ENSG00000280241	77
DCHS2	135
ENSG00000278981	0
ENSG00000280005	0
ENSG00000249200	0
ENSG00000250609	0
PLRG1	3669
RNU6-1285P	0
ENSG00000248611	0
FGB	85657
FGA	48992
FGG	45591
ENSG00000287770	4
LRAT	379
NDUFB2P1	0
ENSG00000249041	0
ENSG00000249692	0
RBM46	212
RNU2-66P	0
RNU2-44P	0
MAP9-AS1	2
NPY2R-AS1	0
NPY2R	0
ENSG00000249924	0
MAP9	1451
YWHAEP4	0
ENSG00000250398	0
ENSG00000271606	0
ENSG00000287730	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
ENSG00000251244	2
GUCY1A1	2877
ENSG00000260244	0
GUCY1B1	780
ASIC5	5
TDO2	2259
CTSO	1656
ENSG00000289320	8
FTH1P21	0
ENSG00000251511	0
LINC02272	0
ENSG00000249479	0
ENSG00000248912	0
PDGFC	3228
ENSG00000248629	2
ENSG00000280284	0
ENSG00000278880	0
ENSG00000250622	0
RPPH1-3P	0
GLRB	225
RNU6-582P	0
GRIA2	194
ENSG00000249819	0
ENSG00000286133	6
LINC02433	0
ENSG00000249275	0
ENSG00000249627	0
ENSG00000279703	0
ENSG00000286862	0
ENSG00000287226	2
ENSG00000279994	0
RPL6P11	2
ENSG00000279139	0
ENSG00000280140	2
GASK1B	4568
GASK1B-AS1	70
ENSG00000287822	2
NUDT19P5	4
ENSG00000250604	2
TMEM144	2187
ENSG00000286558	2
AIDAP2	62
RXFP1	14
RNU4-79P	0
ENSG00000248387	0
ENSG00000249901	0
C4orf46	963
ETFDH	1911
PPID	1963
FNIP2	5165
RNU6-128P	0
ENSG00000289999	0
C4orf45	12
PSME2P3	0
FABP5P12	0
RAPGEF2	4186
MIR3688-1	0
MIR3688-2	0
ENSG00000248552	0
ENSG00000250180	0
LINC02233	0
ENSG00000250997	2
LINC02477	2
RPS14P7	0
ENSG00000249568	0
FSTL5	34
ENSG00000249419	0
MTHFD2P4	0
TOMM22P4	0
ENSG00000248431	0
ENSG00000287072	0
ENSG00000251123	0
MIR4454	0
ENSG00000250027	20
NAF1	950
ENSG00000250547	0
NPY1R	412
NPY5R	30
RPL35AP12	0
TKTL2	0
TMA16	706
MARCHF1	1382
ENSG00000273449	14
RN7SKP105	0
YWHAQP4	10
ENSG00000250746	280
ANP32C	8
ENSG00000251162	0
RNU6-284P	0
CHORDC1P3	0
SMIM31	12
RNU6-668P	0
APELA	256
TRIM60P14	22
ENSG00000244146	0
ENSG00000285563	0
FAM218BP	0
ENSG00000270960	0
ENSG00000248645	0
NACA3P	384
ENSG00000236941	0
TRIM61	223
FAM218A	38
ENSG00000248229	0
ENSG00000250887	0
ENSG00000250712	14
RPL21P51	26
TRIM60	4
ENSG00000276623	3
ENSG00000250430	0
ENSG00000249617	60
TRIM75	7
TMEM192	2326
KLHL2	1107
RNU4-87P	0
GK3	16
MSMO1	8584
CPE	3684
MIR578	0
HADHAP1	16
SCGB1D5P	0
NOL8P1	6
ENSG00000287424	0
ENSG00000250725	2
LINC01179	0
TLL1	329
RNA5SP170	0
ENSG00000249675	0
SPOCK3	410
RNA5SP171	0
ENSG00000250150	0
RN7SL776P	0
PHB1P14	0
RN7SKP188	0
ENSG00000270336	0
ENSG00000248601	0
ANXA10	0
ENSG00000287188	6
DDX60	1253
DDX60L	1305
ENSG00000207171	2
PALLD	9748
BTF3L4P4	0
PALLD-AS1	0
RNU6-1336P	0
RPL9P16	0
ENSG00000249609	0
ENSG00000279384	8
CBR4	1504
RNU6-853P	0
RNY4P17	0
CBR4-DT	0
SH3RF1	2221
RPL6P12	0
ENSG00000251171	4
ENSG00000289249	0
NEK1	1752
ENSG00000286302	2
CLCN3	7518
HPF1	1445
PTGES3P3	32
ENSG00000248625	0
ENSG00000287660	0
ENSG00000288003	0
LINC02275	6
ENSG00000287298	0
ENSG00000289508	0
ENSG00000251200	0
ENSG00000249955	0
MFAP3L	728
AADAT	1302
APOBEC3AP1	0
ENSG00000248739	0
LINC01612	44
LINC02512	0
ENSG00000250082	0
HSP90AA6P	24
LINC02382	0
ENSG00000249943	0
RNU6ATAC13P	0
ENSG00000286580	0
LINC02431	0
ENSG00000249525	0
ENSG00000248755	0
MIR6082	0
LINC02504	0
ENSG00000287210	0
LINC02174	0
ENSG00000251176	0
GALNTL6	42
ENSG00000248637	0
GALNT7-DT	136
RN7SL253P	2
GALNT7	3835
MIR548T	0
ENSG00000290017	83
ENSG00000248774	44
HMGB2	5577
ENSG00000288728	2
SAP30-DT	135
SAP30	796
SCRG1	193
ENSG00000288025	13
RPL5P11	10
ENSG00000286226	0
RNU6-1096P	0
ENSG00000261646	12
ENSG00000286039	380
ENSG00000288776	95
HAND2	5025
HAND2-AS1	2155
MORF4	310
RANP6	22
LINC02269	12
ENSG00000250043	0
ENSG00000251216	74
LINC02268	853
ENSG00000250957	3
ENSG00000251213	0
ENSG00000289179	97
ENSG00000289210	60
FBXO8	2226
CEP44	2068
ENSG00000249875	5
MIR4276	0
HPGD	2830
ENSG00000251584	4
ENSG00000250596	6
GLRA3	14
ADAM29	6
ENSG00000250200	0
ENSG00000250431	0
ENSG00000249411	0
ENSG00000286494	0
ENSG00000249284	0
