# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b2s_sorted_featurecounts.txt" "./bam_sorted/b2s_sorted.bam" 
Geneid	./bam_sorted/b2s_sorted.bam
ENSG00000290018	413
H3P6	790
CHRNA1	4
CHN1	1383
RNU6-763P	0
RNU6-1290P	2
RPL21P31	0
ATF2	2823
ENSG00000277948	1
MIR933	0
ENSG00000229750	0
ATP5MC3	3031
RPS15AP14	0
ENSG00000229066	0
ENSG00000289349	8
EXTL2P1	0
ENSG00000235047	0
ENSG00000229779	0
LNPK	1971
EVX2	0
HOXD13	18
HOXD12	0
HOXD11	11
HOXD10	64
HOXD-AS2	5
HOXD9	30
HOXD8	19
HOXD3	2
MIR10B	0
HOXD4	16
HAGLR	4
ENSG00000272729	0
HAGLROS	0
HOXD1	0
MIR7704	0
ENSG00000279160	0
ENSG00000218175	754
RPSAP25	0
MTX2	749
PPIAP67	0
LINC01117	0
NRAL	0
ENSG00000236231	0
MIR1246	0
LINC01116	8
RNU6ATAC14P	0
ENSG00000230552	0
FUCA1P1	0
RPL29P8	0
ENSG00000279205	0
ENSG00000227098	0
RNU6-187P	0
ENSG00000236501	0
ENSG00000229337	111
RNA5SP112	0
STUB1P1	0
KRT8P40	0
HNRNPA3	3256
MIR4444-1	0
NFE2L2	5821
DNAJC19P5	98
MIR3128	0
ENSG00000222043	0
ENSG00000213963	38
ENSG00000271825	0
ENSG00000271996	0
MIR6512	0
H3P7	0
ENSG00000238295	0
AGPS	1628
TTC30B	43
ENSG00000237655	0
TTC30A	47
PDE11A	16
PDE11A-AS1	1
ENSG00000236664	0
API5P2	0
SDHDP5	0
RNU6-629P	0
CYCTP	0
ENSG00000227241	0
RBM45	70
RNU5E-9P	0
OSBPL6	102
CHROMR	92
PRKRA	1593
PJVK	36
NUDCP2	12
FKBP7	1008
PLEKHA3	1127
TTN-AS1	65
TTN	152
ENSG00000270956	0
ENSG00000270277	5
ENSG00000279598	0
ENSG00000271011	0
ENSG00000270574	0
ENSG00000271141	0
ENSG00000271401	0
ENSG00000267784	0
ENSG00000287149	0
CCDC141	0
RNU7-104P	0
RPS6P2	0
SESTD1	5690
ENSG00000237477	0
RAD52P1	0
ZNF385B	43
TXNL4AP1	0
MIR1258	0
ENSG00000280636	0
ENSG00000202216	0
CWC22	1647
ENSG00000270289	0
ENSG00000225258	0
SCHLAP1	4
ENSG00000279559	0
FTH1P20	955
RPL27AP3	0
UBE2E3	2399
UBE2E3-DT	0
ENSG00000238171	1
LINC01934	0
MIR4437	0
ENSG00000289389	0
ENSG00000226681	0
ITGA4	546
CERKL	2
NEUROD1	35
ENSG00000234595	0
ENSG00000225570	0
SAP18P2	0
RNU6ATAC19P	0
ITPRID2-DT	6
ITPRID2	11409
PPP1R1C	36
KRT18P29	10
RNA5SP113	0
PDE1A	99
ENSG00000287536	0
RN7SL267P	0
DNAJC10	4961
RPL31P15	0
FRZB	16227
RNU6-1122P	2
NCKAP1	12316
ENSG00000221498	0
KRT8P10	34
DUSP19	13
ENSG00000224643	0
NUP35	272
ENSG00000272800	14
ENSG00000287621	0
LIN28AP1	0
CACYBPP2	98
ENSG00000286879	0
ENSG00000234172	0
ENSG00000286807	0
ENSG00000286152	0
ENSG00000286980	0
MIR548AE1	0
ENSG00000283839	8
ZNF804A	8
RPL23AP33	0
ENSG00000286797	21
ELF2P4	16
FSIP2-AS1	0
FSIP2-AS2	1
FSIP2	36
ENSG00000287129	4
RPL21P32	0
LINC01473	40
ENSG00000226410	0
RPL23AP35	0
ENSG00000259915	4
MED28P3	11
ZC3H15	5784
DPRXP1	1
ITGAV	13240
ENSG00000227227	0
FAM171B	1285
ZSWIM2	0
IMPDH1P7	0
CALCRL-AS1	17
RN7SKP42	0
RNU6-989P	0
CALCRL	289
GAPDHP59	0
TFPI	12833
LINC01090	30
ST13P2	0
ENSG00000289205	0
ENSG00000213115	24
RNA5SP114	0
GULP1	3771
MIR561	4
ENSG00000223523	188
DIRC1	42
COL3A1	1562147
MIR1245A	0
MIR1245B	0
MIR3606	0
COL5A2	84735
ENSG00000228073	0
MIR3129	2
KRT18P19	0
ENSG00000288866	0
WDR75	1578
KDM3AP1	0
ENSG00000287418	0
SLC40A1	2451
ENSG00000276828	0
ASNSD1	829
ASDURF	0
ENSG00000286165	0
ANKAR	44
OSGEPL1	85
OSGEPL1-AS1	5
ENSG00000273240	8
ORMDL1	1037
PMS1	656
C2orf88	72
TERF1P6	0
HNRNPCP2	1051
RNF11P1	0
MSTN	6
HIBCH	350
INPP1	602
MFSD6	259
ENSG00000272979	4
ENSG00000290089	14
NEMP2	198
NEMP2-DT	2
RN7SKP179	1
ENSG00000284052	5
NAB1	1480
ENSG00000228509	0
ENSG00000235852	0
GLS	4917
STAT1	4803
RAB1AP1	1
ENSG00000230686	0
STAT4-AS1	1
STAT4	96
ENSG00000288064	0
RNU6-959P	0
ENSG00000280083	0
HMGB1P27	0
MYO1B-AS1	10
MYO1B	7118
RNU6-1045P	0
ENSG00000288900	2
NABP1	2182
ENSG00000274845	0
ENSG00000288582	0
ENSG00000225884	0
CAVIN2	32
CAVIN2-AS1	0
DNAJB1P1	60
TMEFF2	7
ENSG00000229395	0
ENSG00000232227	0
PCGEM1	0
RPS17P8	0
ENSG00000278406	0
ENSG00000286358	2
SLC44A3P1	0
DNAJC17P1	0
SEC61GP1	0
ENSG00000286868	0
ENSG00000260142	0
ENSG00000224670	0
GLULP6	0
HNRNPA1P47	0
LINC01821	0
ENSG00000225394	0
ENSG00000286539	0
ENSG00000252517	0
LINC01790	0
ENSG00000235056	0
ENSG00000224099	0
ENSG00000271893	0
RNU6-169P	0
LINC01825	0
LINC01827	0
SLC39A10	4203
AHCYP5	0
RNU6-915P	0
DNAH7	4
E2F3P2	0
ENSG00000227878	0
STK17B	1601
ENSG00000272211	6
HECW2	112
HECW2-AS1	42
RN7SL820P	0
ENSG00000282836	0
CCDC150	20
ENSG00000252923	0
GTF3C3	3050
C2orf66	4
ENSG00000280176	0
PGAP1	1191
ANKRD44	260
HNRNPA3P15	0
RPL4P7	0
ANKRD44-AS1	0
ANKRD44-IT1	0
ATP5MC2P3	0
ANKRD44-DT	0
NPM1P46	222
SF3B1	27581
ENSG00000202434	0
RNU6-1029P	0
COQ10B	4114
HSPD1	28786
HSPE1	622
HSPE1-MOB4	0
MOB4	1001
ENSG00000231699	2
RFTN2	157
ENSG00000287858	0
ENSG00000222017	0
MARS2	144
BOLL	0
PLCL1	192
ENSG00000286020	0
ENSG00000237035	0
LINC01923	0
ENSG00000225421	0
ENSG00000231557	0
ENSG00000230407	0
RNU7-147P	2
SATB2	270
ENSG00000257045	0
SATB2-AS1	26
LINC01877	0
SEPHS1P6	14
FTCDNL1	12
ENSG00000232732	0
ENSG00000227004	0
RN7SL717P	0
C2orf69	296
TYW5	721
MAIP1	305
ENSG00000287027	0
SPATS2L	2706
RNY4P34	0
ENSG00000287299	264
KCTD18	285
SGO2	246
AOX1	157
AOX3P	0
AOX3P-AOX2P	0
ENSG00000290905	0
LINC01792	0
AOX2P	0
ENSG00000291279	0
ENSG00000290906	0
RNU1-133P	0
BZW1-AS1	0
BZW1	8493
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
CLK1	6829
PPIL3	1779
RNU6-312P	0
NIF3L1	396
RNU6-762P	1
ORC2	648
ENSG00000183308	0
HYCC2	1453
HNRNPA1P35	51
RPL23AP30	0
NDUFB3	482
RNU6-1206P	0
ENSG00000232719	0
RPL17P10	0
CFLAR	2050
IMPDH1P10	6
CFLAR-AS1	25
RNU7-45P	3
RPL38P5	2
ENSG00000234431	0
CASP10	585
MTND5P25	2
MTND4P23	4
MTND4LP13	0
CASP8	431
ENSG00000289698	2
FLACC1	14
TRAK2	961
STRADB	1010
SCYL2P1	44
C2CD6	3
MTCO2P16	0
MTATP6P16	0
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0
MTND5P31	2
TMEM237	437
ENO1P4	0
ENSG00000287133	0
MPP4	0
RNU6-651P	0
ALS2	1682
RPS2P16	0
CDK15	12
UBE2V1P11	0
RNU6-440P	0
ENSG00000289026	0
ENSG00000273209	0
FZD7	824
KIAA2012	0
KIAA2012-AS1	2
ENSG00000287041	0
ENSG00000231903	0
PSMA2P3	0
DAZAP2P1	70
SUMO1	3499
RPL39P14	0
NOP58	2532
SNORD70	4
SNORD70B	0
SNORD11B	0
SNORD11	3
ENSG00000286223	49
RN7SL753P	0
PIMREGP1	0
ENSG00000272966	0
RN7SL40P	0
ENSG00000273456	8
BMPR2	4163
ENSG00000289490	0
H3P8	0
RPL13AP12	53
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	2
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
FAM117B	1287
ICA1L	198
ENSG00000240761	0
KRT8P15	0
WDR12	1640
CARF	85
KRT8P52	0
ENSG00000270664	0
NBEAL1	1699
RPL7P14	14
ENSG00000202059	2
ENSG00000228513	2
RPL23AP36	0
RPL12P16	0
ENSG00000289294	37
CYP20A1	721
RN7SL670P	0
MRPL50P2	0
ABI2	2891
ENSG00000256458	0
RAPH1	838
ENSG00000233459	2
ENSG00000233031	0
CD28	60
KRT18P39	6
NPM1P33	0
RNU6-474P	0
CTLA4	0
ICOS	0
ENSG00000235951	0
ENSG00000234714	0
ENSG00000237271	0
DSTNP5	0
ENSG00000225304	0
ENSG00000236634	0
ENSG00000237843	0
PARD3B	400
ENSG00000287524	0
ENSG00000223890	0
NRP2	5038
ENSG00000225216	2
RN7SKP178	0
PPIAP68	0
ENSG00000225610	0
INO80D	1626
Vault	0
RPL27P8	0
INO80D-AS1	26
NDUFS1	4027
ENSG00000231955	0
GCSHP3	0
EEF1B2	11429
ENSG00000277502	0
snoZ196	1
SNORD51	0
SNORA41	0
CMKLR2	0
CMKLR2-AS	2
RN7SKP200	0
ATP5POP1	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	2712
ACER2P1	0
HNRNPA1P51	38
ADAM23	25
ENSG00000228577	0
ENSG00000231653	0
FAM237A	0
DYTN	0
VPS26CP1	0
MDH1B	4
FASTKD2	978
MIR3130-1	0
MIR3130-2	0
ENSG00000229321	0
ENSG00000260171	0
CPO	2
KLF7	1557
MIR2355	2
KLF7-IT1	2
MYOSLID	0
MIR7845	0
ENSG00000224342	0
ENSG00000234902	13
ENSG00000286568	0
ENSG00000225916	0
ENSG00000240440	0
ENSG00000223725	2
LINC01802	0
MIR1302-4	0
CREB1	1948
METTL21A	587
RPS29P9	0
LINC01857	77
RNU6-664P	0
PPP1R14BP2	16
CCNYL1	1067
ENSG00000272851	0
MIR4775	0
FZD5	892
PLEKHM3	769
ENSG00000225111	0
RNU6-360P	0
RPL9P14	14
RNA5SP116	0
RPL12P17	148
ENSG00000289422	0
ENSG00000290929	0
CRYGEP	0
CRYGD	2
CRYGC	0
ENSG00000224529	0
CRYGB	0
CRYGA	0
C2orf80	0
RPSAP27	0
TPT1P2	0
IDH1	2657
IDH1-AS1	2
PIKFYVE	6848
MYL6BP1	0
PTH2R	2
ARPC1BP1	0
H3P9	0
ENSG00000231896	0
ENSG00000232409	0
ENSG00000287662	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0
ENSG00000289113	0
ENSG00000286249	0
MAP2	342
RNA5SP118	0
UNC80	2
SNAI1P1	0
RPE	684
KANSL1L	482
ENSG00000272807	6
KANSL1L-AS1	8
RPL6P6	0
ENSG00000279317	0
ACADL	7
MYL1	0
LANCL1-AS1	2
LANCL1	1113
CPS1	442
ENSG00000288732	0
CPS1-IT1	0
ENSG00000271074	0
RPS27P10	0
ERBB4	234
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
ENSG00000273118	5
LINC01878	0
PCED1CP	0
ENSG00000223373	0
MIR4776-2	0
MIR4776-1	0
ENSG00000286965	2
IKZF2	521
ENSG00000270659	4
LINC01953	0
ENSG00000289002	0
ENSG00000272519	0
SPAG16-DT	0
SPAG16	88
MIR4438	0
ENSG00000197585	0
RPL5P8	0
VWC2L	0
VWC2L-IT1	0
ENSAP3	0
BARD1	365
SNHG31	0
SNORA70I	0
RPL10P6	126
ABCA12	10
ENSG00000227769	0
ENSG00000286836	0
LINC02862	0
ATIC	2186
FN1	252435
FN1-DT	0
ENSG00000225166	0
ENSG00000228618	0
ENSG00000234938	0
ENSG00000237525	0
ENSG00000227981	0
LINC00607	10
LINC01614	4
ENSG00000288791	0
ENSG00000216721	0
ENSG00000227824	0
ENSG00000226276	0
MREG	366
PECR	102
TMEM169	58
XRCC5	17924
POLHP1	3
ENSG00000236478	0
ENSG00000279348	25
LINC01963	58
MARCHF4	6
ENSG00000231092	0
ENSG00000233581	0
SMARCAL1-AS1	4
ENSG00000290060	4
SMARCAL1	673
RPL37A-DT	2
ENSG00000241520	0
RPL37A	39620
LINC01280	0
ENSG00000225794	29
PSMB3P2	0
IGFBP2	1490
IGFBP5	12257
DIRC3-AS1	9
RPL31P14	0
RNA5SP120	0
FABP5P14	0
ENSG00000231597	0
TNP1	0
LINC01921	0
ENSG00000237479	0
ENSG00000236295	0
ENSG00000287498	0
RN7SKP43	0
ENSG00000278004	0
DIRC3	30
ENSG00000224414	0
RPL7L1P9	0
TNS1	5256
MIR6809	0
TNS1-AS1	12
RUFY4	6
ENSG00000291236	26
CXCR2P1	0
CXCR2	12
CXCR1	6
HMGB1P9	0
ARPC2	11955
ENSG00000261338	44
GPBAR1	20
AAMP	3545
PNKD	2179
TMBIM1	6835
MIR6513	0
CATIP-AS2	3
MIR6810	0
RPL19P5	84
CATIP	10
CATIP-AS1	1
ENSG00000288819	16
SLC11A1	3013
CTDSP1	956
ENSG00000273361	0
MIR26B	0
VIL1	30
USP37	2118
RN7SKP38	0
CNOT9	2855
RNU6-136P	0
PLCD4	54
ZNF142	500
BCS1L	146
RNF25	541
STK36	136
TTLL4	2610
CYP27A1	1567
ENSG00000286154	12
ENSG00000272555	2
PRKAG3	0
MIR9500	0
RPL23AP31	0
WNT6	144
WNT10A	18
LINC01494	0
ENSG00000288898	4
RNU6-642P	0
CDK5R2-AS1	0
KRT8P30	0
CDK5R2	16
LINC00608	0
FEV	0
CRYBA2	0
MIR375	0
ENSG00000224090	0
CFAP65	0
IHH	4
MIR3131	0
ENSG00000286606	4
NHEJ1	331
ENSG00000280537	13
RN7SL764P	0
SLC23A3	0
CNPPD1	709
RETREG2	4652
ENSG00000290093	0
ZFAND2B	752
ENSG00000287529	0
ABCB6	45
ENSG00000284820	0
ATG9A	1194
ANKZF1	2335
GLB1L	90
STK16	644
TUBA4A	465
TUBA4B	0
DNAJB2	2941
PTPRN	854
MIR153-1	0
ENSG00000230432	0
RESP18	0
ENSG00000232789	0
DNPEP	1061
DNPEP-AS1	2
DES	211
ENSG00000234638	0
ENSG00000280323	12
SPEG	1028
ASIC4-AS1	0
ENSG00000286143	0
SPEGNB	0
ENSG00000268603	0
GMPPA	922
ASIC4	138
CHPF	5513
TMEM198	215
ENSG00000268896	19
MIR3132	8
OBSL1	1938
ENSG00000269068	5
INHA	102
RN7SKP213	0
STK11IP	488
ENSG00000228973	0
SLC4A3	180
ENSG00000267919	2
DNAJB6P3	0
LINC02832	0
RPL23P4	0
LINC01803	0
ENSG00000286199	0
MIR4268	0
ENSG00000288902	0
ENSG00000225911	0
ENSG00000239498	0
ENSG00000235337	0
ENSG00000236451	0
ENSG00000224819	0
ENSG00000286272	0
ENSG00000232089	0
ENSG00000290000	0
ENSG00000286170	0
EPHA4	239
TMEM256P2	0
ENSG00000272944	4
RPL23P5	2
ENSG00000234446	0
LLPHP3	26
HSPA9P1	126
RPL23AP28	0
PAX3	0
CCDC140	0
ENSG00000288658	27
CT75	2
SGPP2	168
NANOGP2	0
RNU6-619P	0
GAPDHP49	0
FARSB	1134
MOGAT1	0
RRAS2P2	0
ENSG00000203531	0
RPL31P17	36
ACSL3	12015
ATG12P2	0
ACSL3-AS1	0
ENSG00000278083	0
KCNE4	7020
RN7SL807P	0
HIGD1AP4	0
ENSG00000231189	0
ENSG00000235610	0
SCG2	1731
AP1S3	96
MLXP1	10
ENSG00000286239	0
WDFY1	4117
MRPL44	1536
ENSG00000228802	2
SERPINE2	4034
USP21P1	0
ENSG00000228681	0
FAM124B	30
ENSG00000274629	0
CUL3	8449
ANKRD49P1	8
CCDC195	0
DOCK10	476
MIR4439	0
NYAP2	4
ENSG00000289265	0
ENSG00000279015	0
ENSG00000230621	4
ENSG00000235070	0
MIR5702	0
IRS1	1525
ENSG00000272622	0
ENSG00000261379	0
ENSG00000290086	0
RHBDD1	883
ENSG00000212391	0
COL4A4	40
COL4A3	4
MFF-DT	25
MFF	3137
TM4SF20	0
SCYGR1	0
MIR5703	0
AGFG1	3687
SCYGR9	0
SCYGR2	0
SCYGR10	0
C2orf83	5
SCYGR3	0
ENSG00000236116	0
SCYGR4	0
SCYGR5	0
SLC19A3	172
SCYGR6	0
SCYGR7	0
SCYGR8	0
RNA5SP121	0
SNRPGP8	0
ENSG00000229172	0
CCL20	430
TDGF1P2	0
DAW1	4
ENSG00000272237	0
SPHKAP	22
RNU6-624P	0
SNF8P1	2
ENSG00000286772	0
LINC01807	6
ENSG00000228226	0
RPL7L1P10	0
PID1	636
RPL17P14	0
RN7SKP283	0
ENSG00000290097	0
DNER	18
ENSG00000287791	0
RNU7-9P	0
ENSG00000235993	0
TRIP12	12199
RNU6-613P	0
FBXO36	84
RNU6-964P	0
FBXO36-IT1	0
RNU6-1027P	0
SLC16A14	92
RNY4P19	0
ENSG00000225963	2
ENSG00000283451	0
SP110	795
SP140	95
SP140L	312
ENSG00000279964	4
SP100	1100
RN7SL834P	0
HMGB1P3	0
ENSG00000235419	0
TPM3P8	16
ENSG00000283202	0
RNU6-451P	0
ENSG00000289157	0
LINC01907	0
CAB39	5951
BANF1P3	34
RNU6-268P	0
ENSG00000270891	0
ITM2C	11230
GCSIR	0
GPR55	20
ENSG00000230385	0
ENSG00000283164	1
COX20P2	0
SPATA3-AS1	2
SPATA3	0
C2orf72	190
ENSG00000261829	10
PSMD1	5278
HTR2B	26
RNU1-93P	0
ARMC9	402
RPS28P4	166
MIR4777	0
ENSG00000224376	14
B3GNT7	827
ZBTB8OSP2	2
HIGD2AP1	0
ENSG00000233538	0
NCL	31422
SNORD20	0
SNORD82	0
ENSG00000283312	2
ENSG00000283491	4
RNU2-22P	4
LINC00471	16
ENSG00000286942	1
NMUR1	8
RPL21P35	0
RPL23AP26	0
ENSG00000286399	0
TEX44	0
RN7SL499P	6
ENSG00000289018	22
PTMA	37257
MIR1244-1	0
PDE6D	367
COPS7B	680
RPL28P2	4
ENSG00000261096	4
ENSG00000260622	0
MIR1471	0
NPPC	12
DIS3L2	283
ENSG00000227033	0
MIR562	0
NRBF2P6	0
ECEL1P3	0
ENSG00000275157	0
ALPP	11
ENSG00000224516	0
ECEL1P2	6
ALPG	6
ECEL1P1	4
ENSG00000237087	0
DIS3L2P1	0
ALPI	12
ECEL1	4
PRSS56	0
CHRND	0
CHRNG	0
TIGD1	236
MIR5001	0
EIF4E2	2893
ENSG00000237126	12
EFHD1	373
RN7SL359P	0
GIGYF2	4535
EEF1B2P7	0
ENSG00000241409	4
KCNJ13	11
RNU6-107P	8
SNORC	55
NGEF	149
ENSG00000222001	0
NEU2	0
INPP5D	1286
ENSG00000289129	0
RN7SL32P	0
ATG16L1	1154
SCARNA5	2
SCARNA6	0
SAG	7
ENSG00000259793	0
DGKD	1919
USP40	364
PPFIA1P1	2
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0
UGT1A13P	0
UGT1A9	0
UGT1A7	0
UGT1A6	4
ENSG00000224814	0
UGT1A5	0
UGT1A4	0
RPL17P11	0
UGT1A3	0
ENSG00000248114	0
DNAJB3	0
UGT1A2P	0
ENSG00000248705	0
ENSG00000178836	0
UGT1A1	5
MROH2A	0
HJURP	128
MSL3P1	2
ENSG00000279809	0
TRPM8	16
ENSG00000237581	0
ENSG00000286059	0
SPP2	0
ENSG00000279218	0
ENSG00000226442	0
ENSG00000261298	0
RPS20P12	4
ENSG00000288040	8
ENSG00000228162	18
LINC01891	0
HSPE1P9	2
ARL4C	9169
LINC01173	0
ENSG00000278593	0
ENSG00000235726	7
SH3BP4	882
ENSG00000226542	0
CEP19P1	0
ENSG00000235293	0
AGAP1	1166
AGAP1-IT1	0
ENSG00000222007	0
TMSB10P1	8
RNU7-127P	0
RN7SL204P	0
GBX2	0
GBX2-AS1	0
ASB18	0
RNU1-31P	0
IQCA1	305
ENSG00000270540	2
IQCA1-AS1	0
RPL3P5	2
ACKR3	9596
ENSG00000232328	0
COPS8-DT	76
RNU6-1051P	0
ENSG00000124835	3
COPS8	2720
ENSG00000224844	0
ENSG00000224132	16
COL6A3	77586
ENSG00000222022	0
ENSG00000222032	0
MLPH	309
ENSG00000289261	1
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	44
RAB17-DT	0
ENSG00000227107	0
LRRFIP1	2960
ENSG00000286864	0
RBM44	138
RAMP1	160
SNORD39	0
ENSG00000288857	2
UBE2F	215
UBE2F-SCLY	4
RNU6-1333P	0
SCLY	28
ESPNL	14
KLHL30	12
KLHL30-AS1	0
ERFE	22
ILKAP	626
LINC02610	7
ENSG00000225057	8
HES6	32
PER2	219
ENSG00000283635	2
ENSG00000232306	0
TRAF3IP1	76
RNU6-234P	0
ASB1	1380
ENSG00000229915	0
ENSG00000274346	0
LINC01107	0
LINC01937	0
ENSG00000286160	0
ENSG00000224252	0
ENSG00000286748	0
ENSG00000226992	0
TWIST2	40
LINC01940	0
HDAC4	829
MIR4440	2
MIR4441	1
ENSG00000286307	0
ENSG00000287405	0
MIR4269	0
MIR2467	0
HDAC4-AS1	2
ENSG00000286525	4
ENSG00000288082	0
ENSG00000286188	0
LINC02991	0
ENSG00000227459	0
ENSG00000259889	0
ENSG00000220256	1
NDUFA10	2700
MIR4786	4
OR6B2	0
OR6B3	0
OR9S24P	0
OR5S1P	0
COPS9	271
OTOS	0
ENSG00000286325	0
ENSG00000286183	0
ENSG00000227479	0
GPC1	1148
GPC1-AS1	85
MIR149	0
ANKMY1	366
ENSG00000287049	2
DUSP28	60
RNPEPL1	399
CAPN10-DT	214
CAPN10	405
GPR35	220
ENSG00000276949	0
AQP12B	0
ENSG00000219159	0
AQP12A	0
ENSG00000274977	0
KIF1A	1275
AGXT	15
MAB21L4	14
CROCC2	0
UICLM	0
ENSG00000223991	0
SNED1	20
ENSG00000229996	0
SNED1-AS1	0
MTERF4	304
ENSG00000289253	0
PASK	52
ENSG00000235861	0
PPP1R7	912
ANO7	14
HDLBP	57486
SEPTIN2	8430
ENSG00000286588	26
ENSG00000223374	47
FARP2	821
ENSG00000288080	0
MIR3133	0
KCTD5P1	2
STK25	1416
ENSG00000289555	0
BOK-AS1	0
BOK	475
ENSG00000273113	2
THAP4	1433
RNA5SP122	0
ATG4B	2080
DTYMK	231
ING5	823
ENSG00000235351	5
D2HGDH	237
ENSG00000215692	2
ENSG00000234793	0
GAL3ST2	4
ENSG00000215023	0
ENSG00000224272	7
NEU4	6
ENSG00000235151	6
PDCD1	4
RTP5	0
LINC01237	30
FAM240C	0
LINC01238	26
ENSG00000280119	18
ENSG00000226423	0
ENSG00000287971	0
LINC01880	0
ENSG00000289556	0
ENSG00000291147	100
LINC01881	0
CICP10	0
SEPTIN14P2	0
RPL23AP88	0
LINC01986	0
ENSG00000224918	0
CHL1-AS2	0
ENSG00000287140	0
CHL1	10
RNU6-1194P	0
RPS8P6	0
CHL1-AS1	0
ENSG00000287505	0
LINC01266	3
RPSAP32	0
ENSG00000224239	4
ENSG00000235158	0
RN7SL120P	0
CNTN6	174
CRB3P1	2
RPL23AP38	2
RPL23AP39	0
RPL21P17	0
ENSG00000225044	0
RN7SKP144	0
ENSG00000288831	6
CNTN4	1650
CNTN4-AS2	4
ENSG00000286363	0
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	2
IL5RA	55
ENSG00000253049	0
TRNT1	723
CRBN	860
ENSG00000223727	2
SUMF1	537
LRRN1	800
ENSG00000287720	12
PNPT1P1	0
ENSG00000286579	3
SETMAR	145
MRPS10P2	0
ITPR1-DT	38
ITPR1	1312
EGOT	6
ENSG00000275981	0
ENSG00000235978	2
BHLHE40-AS1	14
BHLHE40	8972
RNF10P1	0
UBTFL8	0
CD24P5	0
ARL8B	7241
ENSG00000233912	1
ENSG00000268509	0
EDEM1	5766
MIR4790	0
RN7SL553P	0
ENSG00000230944	0
ENSG00000229642	0
ENSG00000226022	2
MTARC2P1	0
ENSG00000189229	22
GRM7-AS3	0
YWHAQP10	1
GRM7	12
MRPS36P1	12
GRM7-AS2	0
ENSG00000288030	0
GRM7-AS1	0
ENSG00000270207	0
LMCD1-AS1	12
ENSG00000228351	0
ENSG00000231401	0
RNU4ATAC17P	0
LMCD1	3100
ENSG00000224884	0
SSUH2	2
ENSG00000291007	2
OR7E122P	0
CAV3	4
OXTR	36
RAD18	766
ENSG00000281863	0
ENSG00000199815	0
SRGAP3	146
SRGAP3-AS1	0
ENSG00000287623	0
SRGAP3-AS2	0
SRGAP3-AS3	0
SRGAP3-AS4	0
ENSG00000254485	0
PGAM1P4	2
THUMPD3-AS1	447
THUMPD3	1127
SETD5	14494
LHFPL4	0
DUSP5P2	0
MTMR14	922
ENSG00000287878	46
CPNE9	13
BRPF1	1451
OGG1	121
CAMK1	26
TADA3	1189
ARPC4	569
ARPC4-TTLL3	0
TTLL3	742
ENSG00000269886	3
RPUSD3	342
CIDEC	19
JAGN1	812
IL17RE	36
IL17RC	20
ENSG00000288550	0
RNU6-882P	2
CRELD1	94
PRRT3	28
PRRT3-AS1	7
ENSG00000269982	66
EMC3	1683
ENSG00000291224	15
EMC3-AS1	1
CYCSP10	0
ENSG00000206567	24
ENSG00000291078	142
CIDECP1	0
FANCD2	147
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
BRK1	1898
VHL	1433
ENSG00000287086	0
IRAK2	3300
TATDN2	597
ENSG00000289763	0
ENSG00000272410	0
LINC00852	16
GHRL	11
GHRLOS	55
ENSG00000276678	0
SEC13	7524
ATP2B2	14
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0
ENSG00000230599	0
SLC6A11	18
ENSG00000286962	0
SLC6A1	10
SLC6A1-AS1	0
ENSG00000287964	0
HRH1	240
ENSG00000288969	0
ENSG00000285906	12
CHCHD4P4	2
ATG7	866
RPL13AP27	2
ENSG00000235240	0
CSTBP1	6
VGLL4	1861
ENSG00000271716	0
ENSG00000272483	0
TAMM41	62
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
ENSG00000251038	0
RN7SL147P	0
SYN2	152
ACTG1P12	0
TIMP4	0
MTCO1P5	0
ENSG00000288952	0
GSTM5P1	0
PPARG	774
PFDN1P1	4
TSEN2	58
RNA5SP123	0
RNU6-377P	0
MKRN2OS	6
MKRN2	940
RAF1	2029
ENSG00000290072	6
CRIP1P1	0
TMEM40	408
KRT18P17	118
CAND2	199
ENSG00000289809	0
ENSG00000272263	3
RPL32	33632
SNORA7A	0
IFT122P1	0
LINC02022	0
IQSEC1	1707
RPL39P17	10
NUP210	300
ENSG00000238138	0
PRR3P1	0
HDAC11-AS1	0
HDAC11	344
FBLN2	2264
LINC00620	0
WNT7A	2
VN1R20P	0
FGD5P1	0
TPRXL	0
ENSG00000287059	0
VN1R21P	0
CHCHD4	420
